Term	P-value	Genes
response to external stimulus (GO:0009605)	9.816928029520678E-7	AIF1,CTGF,CD40,CCR7,CCR5,PDGFRB,BLNK,IL1RN,GNAT2,TULP4,GNGT2,PPARG,CMKLR1,INHBA,ALOX15,ADM,PLA2G7,FPR1,GPR68,FPR2,CCL22,CCL17,ORM1,TLR3,CXCL12,IL1B,FUT10,ABCA4,CCL5,CXCL14,CXCL16,XCL1,KNG1
leukocyte activation (GO:0045321)	3.3829757549399783E-6	CD8A,DPP4,KIF13B,CD3G,PRG3,CD3E,CD40,NCR1,CD86,CSF1,KLRK1,CD2,BLNK,SLAMF7,IRF4
cell communication (GO:0007154)	7.405137699033233E-6	GNGT2,IL7R,IGF1,GNA14,MPZL1,IL18,IL1B,CCL5,GABBR1,NRGN,CD2,CD3G,CD3D,CD3E,VEGFC,CCR5,CIDEB,NRP1,GJA1,ADM,CD19,BLK,PPIC,CD8A,CD83,CD86,PPAP2A,IL2RB,TNIK,NPHP1,PENK,TGFBR3,FLNB,GNG11,GPR68,CCL22,CCL17,RRAS,GPR56,GPR22,EPAS1,GPR35,XCL1,GPR18,FLT3,HTR7,PDGFRB,AKAP12,CHRNB1,CDS1,MAPK13,ARHGAP6,NCR1,TNFRSF19,GP1BA,KLRD1,KLRC1,INHBA,FPR1,FPR2,CXCL12,P2RY6,NR4A1,CXCL14,P2RX1,SKAP1,PEX11A,ICK,PRKG1,C1QA,TACSTD2,BLNK,GNAT2,EPHA3,ACVRL1,PPARG,MLLT4,RAB38,DST,ADCYAP1R1,MPL,IGFBP5,FSTL1,CLNK,ANGPT1,CMKLR1,GFRA1,GFRA2,COL1A2,ACVR1,KIF13B,EDNRA,SH2D1A,FAT1,TLR3,KLRK1,PPP1R16B,EVL,KCNQ3,TCF7L2,RASGRP1
cell activation (GO:0001775)	8.962188912110457E-6	KIF13B,CD3G,CD3E,CD40,KLRK1,BLNK,SLAMF7,CD8A,DPP4,PRG3,NCR1,CD86,CSF1,CD2,GP1BA,IRF4
immune system process (GO:0002376)	1.1439116987397863E-5	IGLL1,TCF7,IL1RN,TGFBR3,CLNK,DPP4,CMKLR1,CSF1,IL7R,CCL22,IL18,CXCL12,POU2AF1,CCL5,IGJ,CXCL16,SKAP1,RAG1,CD2,KIF13B,CD3G,CD3E,CD40,CCR5,FCGRT,BLNK,ST6GAL1,SLAMF7,PPARG,PRG3,GZMA,MS4A1,CIITA,KLRK1,CD8A,PDCD1,NCR1,CTSW,CD83,CD86,IRF4
signal transduction (GO:0007165)	1.2543100101113383E-5	GNGT2,IL7R,IGF1,GNA14,MPZL1,IL1B,CCL5,GABBR1,NRGN,CD2,CD3G,CD3D,CD3E,VEGFC,CCR5,CIDEB,NRP1,ADM,CD19,BLK,PPIC,CD8A,CD83,PPAP2A,IL2RB,TNIK,NPHP1,PENK,TGFBR3,FLNB,GNG11,GPR68,CCL22,CCL17,RRAS,GPR22,EPAS1,GPR35,XCL1,GPR18,FLT3,HTR7,PDGFRB,AKAP12,CHRNB1,CDS1,MAPK13,ARHGAP6,NCR1,TNFRSF19,GP1BA,KLRD1,KLRC1,INHBA,FPR1,FPR2,CXCL12,P2RY6,NR4A1,P2RX1,CXCL14,SKAP1,PEX11A,ICK,PRKG1,TACSTD2,BLNK,GNAT2,EPHA3,ACVRL1,PPARG,MLLT4,RAB38,DST,ADCYAP1R1,MPL,IGFBP5,FSTL1,CLNK,ANGPT1,CMKLR1,GFRA1,GFRA2,COL1A2,ACVR1,KIF13B,EDNRA,TLR3,KLRK1,PPP1R16B,EVL,TCF7L2,RASGRP1
negative regulation of myeloid cell differentiation (GO:0045638)	6.87088885393513E-5	MAFB,PPARG,TLR3,ZBTB16,C1QC,ADIPOQ,INHBA
cell surface receptor linked signal transduction (GO:0007166)	8.325138284213365E-5	FSTL1,KLRD1,KLRC1,GNGT2,TGFBR3,CMKLR1,INHBA,FPR1,GPR68,FPR2,IL7R,CCL17,GFRA1,GFRA2,MPZL1,CXCL12,COL1A2,P2RY6,GPR22,GPR35,GABBR1,GPR18,ACVR1,CD2,FLT3,CD3G,CD3D,CD3E,CCR5,TACSTD2,HTR7,AKAP12,GNAT2,ACVRL1,EDNRA,CD19,DST,ADCYAP1R1,EVL,CD8A,TCF7L2,GP1BA,PPAP2A,IL2RB,MPL
regulation of myeloid cell differentiation (GO:0045637)	1.091746224689141E-4	MSR1,CSF1,PPARG,TLR3,ZBTB16,C1QC,MAFB,ADIPOQ,INHBA
T cell activation (GO:0042110)	1.744977500224275E-4	CD8A,CD2,DPP4,KIF13B,CD3G,CD3E,CD86,IRF4
response to wounding (GO:0009611)	1.857407051851232E-4	AIF1,CTGF,IL1B,FUT10,CD40,CCR7,CCR5,CCL5,BLNK,IL1RN,KNG1,ALOX15,ADM,PLA2G7,GPR68,FPR2,CCL22,ORM1
defense response (GO:0006952)	2.0060832833621392E-4	AIF1,CD40,CCR7,CCR5,BLNK,IL1RN,SLAMF7,PPARG,SH2D1A,INHBA,ALOX15,PLA2G7,GPR68,FPR2,CCL22,ORM1,CD19,TLR3,IL17RB,IL1B,CCL5,ITK,KNG1,NCR1,CD83
regulation of cell differentiation (GO:0045595)	2.9320843949148367E-4	TLR3,C1QC,ROBO1,SERPINF1,MAFB,MSR1,PPARG,INHBA,CD86,ACVR1,CSF1,ZBTB16,CD2,IGF1,ADIPOQ,IRF4
chemotaxis (GO:0006935)	2.9834035875264973E-4	CXCL12,CCR7,CCR5,PDGFRB,CCL5,CXCL14,CXCL16,XCL1,CMKLR1,FPR1,FPR2,CCL22,CCL17
inflammatory response (GO:0006954)	4.767029356165242E-4	AIF1,IL1B,CD40,CCR7,CCR5,CCL5,BLNK,IL1RN,KNG1,ALOX15,PLA2G7,GPR68,FPR2,CCL22,ORM1
locomotory behavior (GO:0007626)	6.383245636984423E-4	CXCL12,CCR7,CCR5,PDGFRB,CCL5,CXCL14,CXCL16,XCL1,CMKLR1,FPR1,FPR2,CCL22,CCL17
immune response (GO:0006955)	7.794219293029241E-4	IGLL1,TCF7,IL1RN,TGFBR3,CLNK,CMKLR1,IL7R,CCL22,IL18,CXCL12,POU2AF1,CCL5,IGJ,SKAP1,RAG1,CCR5,FCGRT,BLNK,ST6GAL1,SLAMF7,PPARG,GZMA,MS4A1,CIITA,CD8A,PDCD1,CTSW,CD83,CD86
negative regulation of cell differentiation (GO:0045596)	0.0013354621355068947	PPARG,TLR3,C1QC,INHBA,ZBTB16,MAFB,IGF1,ADIPOQ
behavior (GO:0007610)	0.00135899108037411	IL18,CXCL12,CCR7,CCR5,PDGFRB,CCL5,NPHP1,CXCL14,CXCL16,CHRNB1,XCL1,CMKLR1,FPR1,FPR2,CCL22,CCL17
natural killer cell activation (GO:0030101)	0.0018039309721897354	CD2,KLRK1,SLAMF7,NCR1
regulation of lymphocyte activation (GO:0051249)	0.00199779377703256	IL18,IL1B,CD3E,INHBA,CD86,KLRK1,CD2,IRF4
regulation of T cell activation (GO:0050863)	0.0023543322799124606	IL18,KLRK1,CD2,IL1B,CD3E,CD86,IRF4
regulation of cell adhesion (GO:0030155)	0.0024139892808876925	ACVRL1,IL18,ARHGAP6,DPP4,KNG1,CSF1,ADIPOQ,ADAMDEC1
cellular cation homeostasis (GO:0030003)	0.0029666073942426637	ATOX1,CXCL12,CCR7,CCR5,SLC40A1,HFE,CCL5,CD55,XCL1,EDNRA,KNG1,TFR2
regulation of cell motion (GO:0051270)	0.0029938387210989865	ACVRL1,JAG1,PDGFRB,CSF1,ACE,PARD6B,IGF1,CXCL16,TGFBR3,IGFBP5
negative regulation of macrophage differentiation (GO:0045650)	0.0035414372331383165	PPARG,C1QC,ADIPOQ,INHBA
hemopoiesis (GO:0030097)	0.00430857311984542	FLT3,CSF1,FUT10,JAG1
negative regulation of cell adhesion (GO:0007162)	0.00438235777150381	ACVRL1,ARHGAP6,KNG1,ADIPOQ,ADAMDEC1
regulation of cell migration (GO:0030334)	0.005268225155940927	ACVRL1,JAG1,PDGFRB,CSF1,ACE,PARD6B,IGF1,CXCL16,IGFBP5
anatomical structure morphogenesis (GO:0009653)	0.006077691698930381	EOMES,TGFBR3,NRP1,FOXC1,SCML2,FAT1,PKD2,BICD1,COL1A2,COL1A1,SLC40A1,ITGAX,PARD6B,EVL,HOXB5,LEF1,EYA1,DKKL1,CSGALNACT1
cell adhesion (GO:0007155)	0.006914523330255581	ITGA2B,CD72,NPHP1,SLAMF7,PKP2,FPR2,NEO1,LY6D,FAT1,PKD2,MLLT4,CXCL12,GP9,ROBO1,MGP,GPR56,CCL5,ITGAX,CLDN1,CD2,GP1BA
regulation of cytokine biosynthetic process (GO:0042035)	0.007739236688220277	TLR3,IL1B,PRG3,INHBA,CD86,IRF4
positive regulation of cell differentiation (GO:0045597)	0.008089691616397365	MSR1,PPARG,ROBO1,INHBA,CD86,SERPINF1,ACVR1,CSF1
positive regulation of T cell activation (GO:0050870)	0.008249901495195796	IL18,KLRK1,IL1B,CD3E,CD86
cellular iron ion homeostasis (GO:0006879)	0.00893727019190173	TFR2,HFE,SLC40A1
positive regulation of mononuclear cell proliferation (GO:0032946)	0.009830264136264382	CD3E,IL18,CSF1,IL1B
cell-cell signaling (GO:0007267)	0.009961390229419997	C1QA,CCR5,HTR7,CHRNB1,NRP1,GJA1,SH2D1A,INHBA,ADM,CCL22,FAT1,MLLT4,CCL17,MPZL1,IL18,IL1B,GPR56,CCL5,CXCL14,XCL1,KCNQ3,CD86
regulation of blood pressure (GO:0008217)	0.010306909176704343	ACVRL1,PPARG,ACE,CHGA,COL1A2
ion homeostasis (GO:0050801)	0.010429190397529726	ATOX1,SLC7A8,CXCL12,CCR7,CCR5,SLC40A1,HFE,CCL5,CD55,XCL1,EDNRA,KNG1,TFR2
iron ion homeostasis (GO:0055072)	0.01108898194313603	TFR2,HFE,SLC40A1
regulation of interleukin-2 biosynthetic process (GO:0045076)	0.01108898194313603	CD86,IL1B,IRF4
metal ion homeostasis (GO:0055065)	0.014101092609448009	SLC7A8,CXCL12,CCR7,CCR5,CCL5,CD55,XCL1,EDNRA,KNG1
cellular ion homeostasis (GO:0006873)	0.014243664119645928	ATOX1,CXCL12,CCR7,CCR5,SLC40A1,HFE,CCL5,CD55,XCL1,EDNRA,KNG1,TFR2
homeostatic process (GO:0042592)	0.014321674271754504	CCR7,HNF4A,CCR5,HFE,CD55,PPARG,EDNRA,TFR2,IGF1,ATOX1,SLC7A8,CXCL12,SLC40A1,CCL5,LPL,XCL1,KNG1,BBS1,TCF7L2
lipid biosynthetic process (GO:0008610)	0.014752979222991998	ST3GAL5,ST8SIA1,LPL,CYP7B1,AGPAT9,AGPAT3,CYP11A1,PRG3,DGAT2,ADM
receptor-mediated endocytosis (GO:0006898)	0.015421288033393668	MSR1,HFE,MRC1,RAMP3,CXCL16
regulation of cell-matrix adhesion (GO:0001952)	0.016215910869124932	ARHGAP6,ACVRL1,CSF1
humoral immune response (GO:0006959)	0.016923278055886205	PDCD1,BLNK,POU2AF1,ST6GAL1,CD83
regulation of T cell differentiation (GO:0045580)	0.019198799470846645	CD86,CD2,IRF4
endocytosis (GO:0006897)	0.019870247857318113	MSR1,ITSN1,ZFYVE9,RAMP3,HFE,MRC1,CXCL16
cellular defense response (GO:0006968)	0.020766526480643144	SH2D1A,NCR1,CCR5,CCL5,ITK,CD19
cellular calcium ion homeostasis (GO:0006874)	0.022813067762708153	CXCL12,EDNRA,KNG1,CCR7,CCR5,CCL5,CD55,XCL1
calcium ion homeostasis (GO:0055074)	0.024044626237519903	CXCL12,EDNRA,KNG1,CCR7,CCR5,CCL5,CD55,XCL1
response to stress (GO:0006950)	0.026796983512783066	AIF1,CTGF,TNIK,IL1RN,DPP4,INHBA,ALOX15,GPR68,FPR2,CCL22,ORM1,ATOX1,IL17RB,IL1B,CCL5,EPAS1,KNG1,CD40,CCR7,CCR5,BLNK,CIDEB,SLAMF7,PPARG,SH2D1A,GMPR,ADM,PLA2G7,BCL6,CD19,MAPK13,TLR3,FUT10,ITK,NCR1,CD83,EYA1,TNFRSF19
positive regulation of T cell proliferation (GO:0042102)	0.02984202587867349	CD3E,IL18,IL1B
cellular metal ion homeostasis (GO:0006875)	0.03090687058369398	CXCL12,CCR7,CCR5,CCL5,CD55,XCL1,EDNRA,KNG1
cellular homeostasis (GO:0019725)	0.03318742280346184	ATOX1,CXCL12,CCR7,CCR5,SLC40A1,HFE,CCL5,CD55,XCL1,EDNRA,KNG1,TFR2
actin filament-based process (GO:0030029)	0.03367737377803897	PRKG1,DST,CDC42EP2,NPHP1,MYO1E,FSCN1,RHOJ,ARHGAP6,FLNB
phototransduction (GO:0007602)	0.03395229946754906	ABCA4,GNAT2,GNGT2
proteoglycan metabolic process (GO:0006029)	0.03395229946754906	IGF1,CSGALNACT1,SULF2
actin cytoskeleton organization (GO:0030036)	0.03399382329142383	PRKG1,DST,CDC42EP2,NPHP1,FSCN1,RHOJ,ARHGAP6,FLNB
transforming growth factor beta receptor signaling pathway (GO:0007179)	0.03412682608157359	ACVRL1,COL1A2,TGFBR3,ACVR1
G-protein coupled receptor protein signaling pathway (GO:0007186)	0.03444083203970683	CD3E,CCR5,HTR7,AKAP12,GNAT2,GNGT2,EDNRA,CMKLR1,FPR1,GPR68,FPR2,CCL17,CXCL12,P2RY6,GPR22,GPR35,GABBR1,GPR18,PPAP2A
anatomical structure development (GO:0048856)	0.03606058685633906	CTGF,ADAP2,TGFBR3,MAB21L2,CMKLR1,INHBA,CSF1,IGF1,JAG1,ENC1,GPR56,COL1A2,COL1A1,ADAM23,NRGN,ALDH1A2,FLT3,FBN1,ACE,CSRP3,GJA1,ZBTB16,ROBO1,FUT10,DSP,EMP1,SOX6,MAFB,EVL,LEF1,TCF7L2,CSGALNACT1
detection of light stimulus involved in visual perception (GO:0050908)	0.03834010048211938	ABCA4,GNAT2,GNGT2
detection of visible light (GO:0009584)	0.043001841840594635	ABCA4,GNAT2,GNGT2
response to cytokine stimulus (GO:0034097)	0.047635903915816756	ALDH1A2,CIITA,ADIPOQ,CXCL16
response to virus (GO:0009615)	0.04860206585213008	TLR3,CXCL12,FGR,CCL5,CCL22
cell proliferation (GO:0008283)	0.05118127286919829	RAPGEF3,CD40,SERPINF1,TACSTD2,ACE,TGFBR3,EDNRA,IGF1,DAB2,EMP1,FSCN1,TCF7L2,CSGALNACT1,MPL
C21-steroid hormone metabolic process (GO:0008207)	0.05293522447651932	CYP11A1,ADM
L-fucose catabolic process (GO:0042355)	0.05293522447651932	FUT8,FUT10
response to interferon-gamma (GO:0034341)	0.05293522447651932	CIITA,CXCL16
regulation of erythrocyte differentiation (GO:0045646)	0.05293522447651932	INHBA,MAFB
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	0.054857639881953066	ACVRL1,FSTL1,COL1A2,ACVR1,TGFBR3
cell differentiation (GO:0030154)	0.060375533502803634	JAG1,DSP,ACE,BLNK,TGFBR3,PPARG,INHBA,CSF1,TCF7L2,IGF1
