Term	P-value	Genes
MP0002420_abnormal_adaptive_immunity_	7.251615469039179E-18	IGHM,IGLL1,EOMES,KLRE1,BACH2,SPIB,SPIC,MMP12,CSF1,FPR1,FPR2,IL7R,H2-AB1,CXCL12,IL17RB,IL1B,POU2AF1,CMAH,ST8SIA1,CCL5,IGK,IGJ,CXCL16,EBF1,SKAP1,RAG1,KLRA8,ADIPOQ,ID3,CD3G,CD3E,CCR7,ABCB1A,CCR5,CD72,BLNK,ST6GAL1,IKZF2,NRP1,PPARG,GJA1,ANPEP,GZMA,BCL11B,BCL6,CD19,FOXO1,MS4A1,ITGAX,CD79A,CD8A,CXCR3,PDCD1,CD83,CD86,GIMAP4,IL2RB,TOX,IRF4,BCL2L11,IL1RN,CD200,MSR1,CLNK,LAG3,BATF3,CMKLR1,GPR68,PERP,RETNLA,COL1A1,SLC40A1,FGR,MRC1,TNFRSF13C,VPREB1,FLT3,FCGRT,SLAMF6,SLAMF7,SH2D1A,FCRLA,TLR3,HOXC4,CIITA,KLRK1,ITK,EVL,CYP11A1,NCR1,H2-AA,RASGRP1,SUCNR1
MP0001819_abnormal_immune_cell_	9.60225379349039E-18	IGHM,IGLL1,EOMES,KLRE1,BACH2,SPIB,SPIC,MMP12,CSF1,FPR1,FPR2,IL7R,H2-AB1,CXCL12,IL17RB,IL1B,POU2AF1,CMAH,ST8SIA1,CCL5,IGJ,CXCL16,EBF1,SKAP1,RAG1,KLRA8,ADIPOQ,ID3,KLRA17,CD3G,CD3E,CD40,CCR7,ABCB1A,CCR5,CD72,BLNK,ST6GAL1,IKZF2,NRP1,PPARG,GJA1,ANPEP,GZMA,BCL11B,BCL6,CD19,FOXO1,MS4A1,ITGAX,CD79A,CD8A,CXCR3,CD83,CD86,GIMAP4,IL2RB,TOX,IRF4,BCL2L11,IL1RN,CD200,MSR1,CLNK,LAG3,BATF3,CMKLR1,GPR68,PERP,RETNLA,COL1A1,SLC40A1,FGR,MRC1,TNFRSF13C,VPREB1,FLT3,FCGRT,SLAMF6,SLAMF7,SH2D1A,FCRLA,TLR3,HOXC4,CIITA,KLRK1,ITK,EVL,CYP11A1,NCR1,H2-AA,RASGRP1,SUCNR1
MP0002398_abnormal_bone_marrow_	3.068242352857541E-13	IGHM,IGLL1,EOMES,MECOM,BACH2,SPIB,ALOX15,CSF1,IL7R,H2-AB1,CXCL12,IL17RB,POU2AF1,CMAH,ST8SIA1,CCL5,MEIS1,NR4A1,EBF1,SKAP1,RAG1,ID3,PRKG1,CD3G,CD3D,CD3E,CCR7,ABCB1A,CCR5,CD72,BLNK,ST6GAL1,PPARG,GJA1,BCL11B,BCL6,CD19,FOXO1,DNTT,MS4A1,CD59A,DST,BLK,ITGAX,CD79A,CD8A,PDCD1,CD83,CD86,PROS1,IL2RB,TOX,IRF4,MPL,BCL2L11,TCF7,IL1RN,COL1A1,EPAS1,TNFRSF13C,HIVEP2,PURA,VPREB1,TSPAN33,FLT3,S1PR5,PDGFRB,ITGA2B,SH2D1A,PBX1,HOXC4,CIITA,KLRK1,HOXA9,ITK,RASGRP1,SUCNR1,GP1BA
MP0002429_abnormal_blood_cell_	8.075614414539599E-13	IGHM,EOMES,SPIB,SPIC,ALOX15,IL7R,H2-AB1,IL18,ST8SIA1,CCL5,MYO1E,KLRA17,CD3G,CD3D,CD3E,CD40,CCR7,ABCB1A,CCR5,CD72,ACE,ST6GAL1,ANPEP,BCL11B,CD19,FOXO1,CD59A,BLK,CD8A,PDCD1,CD83,CD86,IL2RB,TOX,BCL2L11,IL1RN,TGFBR3,LAG3,GPR68,SLC40A1,EPAS1,TNFRSF13C,PURA,TSPAN33,FLT3,S1PR5,PDGFRB,HOXC4,HOXA9,HOXB6,NCR1,SUCNR1,GP1BA,SPARC,IGLL1,MECOM,BACH2,MYCN,INHBA,FPR2,CXCL12,IL17RB,POU2AF1,CMAH,MEIS1,IGJ,NR4A1,CXCL14,CXCL16,EBF1,SKAP1,RAG1,ADIPOQ,ID3,PRKG1,BLNK,ACVRL1,PPARG,ICAM4,DNTT,MS4A1,ITGAE,ITGAX,CD79A,PROS1,IRF4,MPL,TCF7,CD200,CLNK,BATF3,CMKLR1,COL1A1,FGR,HIVEP2,VPREB1,COL4A1,FBN1,ITGA2B,SH2D1A,PBX1,CIITA,KLRK1,ITK,H2-AA,RASGRP1
MP0002452_abnormal_antigen_presenting_	5.7183455264678154E-12	IGHM,IGLL1,BCL2L11,MSR1,BACH2,SPIB,SPIC,BATF3,CMKLR1,MMP12,CSF1,GPR68,FPR2,H2-AB1,RETNLA,IL18,CXCL12,IL17RB,IL1B,POU2AF1,CMAH,COL1A1,SLC40A1,FGR,MRC1,IGJ,TNFRSF13C,CXCL16,EBF1,VPREB1,RAG1,KLRA8,FLT3,ID3,KLRA17,CCR7,CCR5,FCGRT,CD72,BLNK,ST6GAL1,NRP1,PPARG,ANPEP,SH2D1A,FCRLA,BCL6,CD19,TLR3,HOXC4,MS4A1,CIITA,ITK,CD79A,CXCR3,CD83,CD86,H2-AA,RASGRP1,SUCNR1,IL2RB,IRF4
MP0000716_abnormal_immune_system_	2.118896293662419E-11	IGHM,IGLL1,EOMES,MECOM,BACH2,SPIB,SPIC,ALOX15,FPR2,IL7R,H2-AB1,IL18,CXCL12,IL17RB,POU2AF1,CMAH,ST8SIA1,CCL5,IGK,IGJ,NR4A1,CXCL14,CXCL16,EBF1,SKAP1,RAG1,ADIPOQ,ID3,KLRA17,CD3G,CD3D,CD3E,CD40,CCR7,ABCB1A,CCR5,CD72,ACE,BLNK,ST6GAL1,ANPEP,BCL11B,CD19,FOXO1,DNTT,MS4A1,ITGAE,BLK,ITGAX,CD79A,CD8A,PDCD1,CD83,CD86,IL2RB,TOX,IRF4,MPL,BCL2L11,TCF7,IL1RN,CD200,CLNK,LAG3,BATF3,CMKLR1,GPR68,COL1A1,FGR,TNFRSF13C,HIVEP2,VPREB1,TSPAN33,FBN1,S1PR5,SH2D1A,PBX1,HOXC4,CIITA,KLRK1,ITK,NCR1,H2-AA,RASGRP1,SUCNR1,SPARC
MP0001614_abnormal_blood_vessel_	2.8412935946808737E-10	MECOM,SERPINF1,MMP13,MMP12,MYCN,ALOX15,FOXC1,CSF1,H2-AB1,IL18,CXCL12,IL1B,MGP,ABCA4,MEIS1,MYO1E,CXCL16,SDC4,ADIPOQ,HIF3A,RECK,PRDM1,ACE,EPHA3,GNAT2,ACVRL1,NRP1,PPARG,GJA1,ANPEP,ADM,FOXO1,CXCR3,LEF1,CTGF,IL1RN,TGFBR3,ANGPT1,FLNB,PLEKHG5,JAG1,RRAS,COL1A1,FGR,EPAS1,ACVR1,ALDH1A2,COL4A1,FBN1,CFH,PDGFRB,EDNRA,ANKRD17,ADAM19,FZD1,PBX1,LOX,HOXA2,HOXA3,LPL,SMO
MP0002723_abnormal_immune_serum_	1.056283122418794E-9	IGHM,IGLL1,EOMES,BACH2,SPIB,FPR2,HPGDS,H2-AB1,IL17RB,IL1B,POU2AF1,CMAH,CCL5,IGK,IGJ,CXCL16,EBF1,SKAP1,RAG1,KLRA8,MAF,ID3,KLRA17,CD40,CCR7,ABCB1A,CCR5,OLFM4,CD72,ACE,BLNK,PPARG,BCL6,CD19,ITGAX,CD79A,CXCR3,CD83,CD86,IL2RB,IRF4,MPL,BCL2L11,IL1RN,MSR1,CLNK,RETNLA,FGR,TNFRSF13C,VPREB1,FLT3,FCGRT,SLAMF6,SH2D1A,FCRLA,TLR3,HOXC4,CIITA,KLRK1,ITK,RASGRP1,SUCNR1
MP0000689_abnormal_spleen_morphology_	3.6985081055452667E-9	IGHM,IGLL1,BCL2L11,HFE,TGFBR3,CD200,BACH2,SPIB,SPIC,LAG3,ALOX15,IL7R,PKD2,IGF1,H2-AB1,SLC7A7,POU2AF1,CMAH,COL1A1,SLC40A1,EPAS1,TNFRSF13C,NR4A1,PURA,VPREB1,RAG1,TSPAN33,FLT3,PRKG1,CD3G,CD40,CCR7,ITGA2B,CD72,BLNK,ST6GAL1,CIDEB,SH2D1A,BCL11B,BCL6,CD19,PBX1,FOXO1,KLRK1,HOXA9,CD79A,PDCD1,CD86,RASGRP1,IL2RB,TOX,IRF4,MPL
MP0001800_abnormal_humoral_immune_	1.4143705707882037E-8	IGHM,IGLL1,BCL2L11,BACH2,SPIB,FPR2,H2-AB1,RETNLA,IL17RB,POU2AF1,CMAH,IGJ,TNFRSF13C,EBF1,VPREB1,RAG1,KLRA8,ID3,CD40,CCR7,CCR5,FCGRT,CD72,BLNK,CD55,PPARG,SH2D1A,FCRLA,BCL6,CD19,HOXC4,CIITA,CD59A,ITK,CD79A,PDCD1,CD83,CD86,RASGRP1,IL2RB,IRF4
