Term	P-value	Genes
16166618-SuppTable4	2.626786541963247E-57	PKP2,TREML4,MMP13,MMP12,CSF1,IL7R,CTLA2A,CTLA2B,PKD2,MTMR7,HPGDS,IGF1,H2-AB1,IL18,ENC1,CCL5,SERPINB6B,NRG4,SDC4,ZCCHC7,LYPD6B,SLC41A2,CALML4,CD2,CTTNBP2NL,GPR126,BBX,CD3G,CD40,CCR7,CCR5,ABCB1A,SLC11A1,GPR155,ST6GAL1,ANPEP,NEO1,CD59A,SLC37A2,EMP1,PPIC,CXCR3,ANK,ITIH5,CD86,PLBD1,PRR5L,SULF2,ARAP2,TUBB2B,C230081A13RIK,PLS3,HFE,SMPDL3B,FLNB,TBC1D9,GNG11,GPR68,MREG,CCL22,CCL17,CCL12,PERP,SLC40A1,ADAM23,DOCK4,RHOC,CAPSL,PURA,FRMD4B,PDLIM4,CFH,CLEC5A,FCGRT,KLRB1B,GMPR,ADAM19,ABTB2,BCAS1,CPD,MAFB,ARHGAP6,RAMP3,EGR2,CNN3,MARVELD2,BDH1,9530008L14RIK,ITSN1,KLRD1,SERPINB8,FPR1,FPR2,CD302,TCEAL8,POU2AF1,MEIS1,FSCN1,CYB561,CXCL14,CXCL16,1600029D21RIK,IFT81,FCNA,KLRA2,MAF,KLK8,PEX11A,6330416G13RIK,ID3,CD209A,LUZP1,C1QC,C1QA,C1QB,PRDM1,BLNK,SCD1,ZBTB46,PPARG,DIP2C,AGPAT9,RPS4Y2,PLA2G7,LY6D,ETV1,MLLT4,RAB38,SEPT3,MS4A7,DST,ITGAE,PALLD,GSPT2,SLC18A2,IRF4,FSTL1,PHTF2,GBP8,SYNE2,MARCKS,MSR1,RASSF8,DPP4,BATF3,CMKLR1,PLEKHG1,KCNE3,P2RY13,ORM1,P2RY10,PDE2A,RETNLA,SLC7A8,SLC7A7,ST3GAL5,ASPH,ASPM,PTGFRN,EID2,FGR,ARMC9,MORN4,PPP1R9A,NAV1,TMCC3,TMCC1,SLAMF8,SLAMF7,ABCG3,CIITA,BASP1,CELF4,EVL,MGL2,H2-AA,TCF7L2,RASGRP1,PPP1R13B
16166618-SuppTable3	1.9317567396831408E-56	ITSN1,2510009E07RIK,PKP2,TREML4,CEACAM10,MMP13,MMP12,INHBA,SERPINB8,CSF1,FPR1,FPR2,IL7R,CTLA2B,IGF1,H2-AB1,MPZL1,IL18,TCEAL8,MEIS1,FSCN1,MYO1D,CYB561,SERPINB6B,CXCL16,GABBR1,SDC4,ZCCHC7,GM6377,RAB3IL1,SPINT1,SLC41A2,CLDN1,FKBP9,CD2,KLRA2,MAF,KLK8,ID3,CTTNBP2NL,GPR126,C1QC,IFI44,CD40,TMEM26,C1QA,C1QB,CCR7,CCR5,ABCB1A,PRDM1,OLFM4,SLC11A1,BLNK,SCD1,GPR155,ST6GAL1,DDX4,NRP2,ANPEP,DIP2C,AGPAT9,PLA2G7,NEO1,ETV1,AFP,RAB38,SEPT3,D0H4S114,MS4A7,CD59A,SLC37A2,DST,ITGAE,AK1,TST,H2-EB1,PPIC,UBE2E2,ANK,ITIH5,PRKCA,PALLD,CD86,PROS1,CAMK1D,TMEM158,PLBD1,CAMK2D,IRG1,PRR5L,GSPT2,IRF4,ARAP2,TUBB2B,FSTL1,C230081A13RIK,GBP8,HFE,SYNE2,MARCKS,CD200,MSR1,RASSF8,KCNK13,SMPDL3B,EAR1,BATF3,ZDHHC2,CMKLR1,FLNB,G0S2,GNG11,MREG,CCL22,KCNE3,CCL17,CCL12,P2RY13,ORM1,P2RY10,GFRA2,RETNLA,ASPH,GPR137B,RHOJ,PURA,MSX3,ALDH1A2,COL4A1,PPP1R9A,IFI204,PDLIM4,CFH,NAV1,CLEC5A,FCGRT,TMCC3,SLAMF8,SLAMF7,TULP4,KLRB1B,KLRB1A,B630019K06RIK,ADAM19,ABTB2,PBX1,TFPI2,BASP1,CELF4,SBK1,SLC30A4,PTPN3,MAFB,EVL,MGL2,ARHGAP6,CTTN,RAMP3,2010002M12RIK,H2-AA,CNN3,TCF7L2,MARVELD2,RASGRP1,D10BWG1379E
15897907-SuppTable2	1.4399529964265313E-23	IGHM,NUAK1,ARMCX1,IGF1,MPZL1,ENC1,ST8SIA1,SDC4,CALML4,GPR126,GPR125,ANPEP,PTGDS,EMP1,PPIC,ARHGAP12,PPAP2A,CSGALNACT1,TNIK,GNG11,DAB2,GPR56,NETO2,DOCK4,GPR18,GMPR,PREPL,MAPK13,DIO2,CNN3,OLFML2B,SERPINF1,CD302,CXCL12,POU2AF1,IGJ,CYB561,CXCL14,PEX11A,ID3,ADAMDEC1,DYNC2LI1,IFI44,FARP1,TACSTD2,OLFM4,RAB40B,BLNK,EPHA3,DIP2C,PLA2G7,FUT8,ETV1,ROBO1,RHOBTB3,LEF1,PALLD,GIMAP4,IGFBP5,H1FX,MARCKS,MSR1,JAG1,PPP1R9A,KIF13B,EDNRA,SH2D1A,TLR3,BASP1,ITK,TCF7L2,RASGRP1,CPVL,THY1,CYP1B1,PKP2,MMP13,MMP12,FOXC1,IL7R,IL18,IL1B,LRBA,CCL5,AUTS2,MYO1D,TM4SF1,CD2,BBX,CD3D,CCR5,ST6GAL1,CD55,NRP1,GJA1,CD163,BGN,ADM,MORC4,TRIM36,CD8A,ITIH5,CD86,PLBD1,TRIB2,ARAP2,TUBB2B,PLS3,PLTP,IL1RN,PENK,TGFBR3,FLNB,G0S2,TBC1D9,MREG,PERP,MRC1,EPAS1,PURA,IFIT3,PDLIM4,CFH,CLEC5A,AKAP12,HOXC6,LOX,CPD,HOXA9,LPL,HOXB6,GPATCH2,ARHGAP6,EGR2,SPARC,MYCN,INHBA,IL17RB,DNAJC6,MGP,PCDH7,CLDN1,MAF,ADIPOQ,RECK,C1QA,C1QB,GZMA,ZBTB16,LY6D,RAB38,DST,GSPT2,CTGF,NAAA,ANGPT1,P2RY13,GFRA1,TSPAN6,SLC7A7,ASPH,ASPM,SPON1,COL1A2,COL1A1,GPR137B,FBN1,SLAMF8,SLAMF7,FAR2,FAT1,FZD1,PBX1,PBX3,TFPI2,EVL,CTTN
20460173-ImmPortComprehensiveListofImmune-RelatedGenes	6.773477628904522E-22	IGHM,EOMES,IGF1,SDC4,SDC3,VEGFC,CIDEB,PTGDS,NEO1,BCL11B,LRRN3,CARD6,PPIC,OMG,CAMK1D,CAMK2D,PPAP2A,TNIK,HFE,CCL22,CCL17,GPR56,DOCK4,XCL1,PDGFRB,FCGRT,SUSD5,MAPK13,GP9,DIO2,GP1BA,IGLL1,CD302,CXCL12,TTC8,IGJ,NR4A1,CXCL14,CXCL16,KIF1B,RAG1,SMOC1,PEX11A,ICK,ID3,ADAMDEC1,IFI44,OLFM4,BLNK,EPHA3,EPHA7,PPARG,PRG3,ICAM4,PLA2G7,FUT8,BCL6,MLLT4,MLLT3,ROBO1,MS4A1,PRKCA,LEF1,IRG1,TSLP,IRF4,TCF7,MARCKS,CD200,MSR1,CMKLR1,PLEKHG5,RASSF6,JAG1,HIVEP2,VPREB3,VPREB1,ALDH1A2,COL4A1,DNASE1L3,KIF13B,EDNRA,SH2D1A,TLR3,CIITA,KLRK1,PSMA8,ITK,TCF7L2,AIF1,THY1,PKP2,TREML4,SPIB,MMP12,FOXC1,CSF1,IL7R,HPGDS,IL18,IL1B,CCL5,MYO1E,NRGN,CD2,CD3G,CD3D,CD3E,CD40,CCR7,CCR5,CD72,SLC11A1,ACE,CD55,NRP2,NRP1,GJA1,CD163,ADM,CD19,FOXO1,BLK,RFX3,CD8A,CXCR3,PDCD1,CD83,CD86,TRIB2,IL2RB,TOX,BCL2L11,NPHP1,IL1RN,SYTL4,TGFBR3,SYTL1,LAG3,PERP,MRC1,ADAM23,TNFRSF13C,KNG1,FLT3,IFIT3,CFH,RAPGEF3,CLEC5A,IL28RA,FCRLA,HOXA3,HOXA5,LPL,RAMP3,NCR1,SMO,TNFRSF19,SPARC,ITSN1,MECOM,INHBA,FPR1,FPR2,IL17RB,FSCN1,P2RX1,EBF1,SLC13A3,SKAP1,PCDH7,CLDN1,IFT81,FKBP9,ADIPOQ,GDF3,C1QC,C1QA,C1QB,RIMS2,ACVRL1,GZMA,ZBTB16,LY6D,SEPT3,DSP,DST,ITGAE,ITGAX,TMEM8B,CD79A,EYA1,MPL,FSTL1,CTGF,MAGI3,CLNK,ANGPT1,DPP4,P2RY12,ORM1,SPON1,CECR2,PDE5A,COL1A2,PTGFRN,COL1A1,EID2,ACVR1,ITGA2B,SLAMF7,ZFYVE9,RPH3AL,FAT1,PBX1,PBX3,CD300LD,CTSW,PPP1R13B
15793299-TableC	9.309491577715725E-22	SERPINF1,CYP1B1,PKP2,CEACAM10,SPIC,MMP13,FOXC1,IL7R,PDK4,IGF1,CD302,GNA14,ENAH,CXCL12,IL1B,MGP,CXXC5,CCL5,FSCN1,MYO1D,NR4A1,CYB561,EBF1,1600029D21RIK,SPINT1,KIF1B,CLDN1,TM4SF1,GSTA3,ADIPOQ,ID3,RECK,CD3D,CD3E,CCR7,SCD1,ST6GAL1,CD55,NRP1,PPARG,GJA1,RPS4Y2,FUT8,ZBTB16,ETV1,CD19,MS4A1,BLK,ITGAX,CD79A,CD8A,ITIH5,PRKCA,LEF1,PLBD1,GIMAP4,IRF4,IGFBP5,FSTL1,PHTF2,TCF7,CD200,FLNB,ORM1,SLC7A7,ST3GAL5,COL1A2,COL1A1,RHOJ,RHOC,ALDH1A7,FBN1,CFH,AKAP12,CSRP3,CHRNB1,APCDD1,FCRLA,CPD,ITK,LPL,MYLK,5730469M10RIK,ENO3,SPARC
17174972-TableS1	2.2615532643492632E-20	IGLL1,KLRD1,CD3G,CD3D,CD3E,CD40,THY1,CCR7,CCR5,PDGFRB,KLRC1,ITGA2B,CD72,ACE,SLAMF7,CD200,NRP1,MSR1,ANPEP,DPP4,LAG3,ICAM4,CD163,IL7R,CD19,CD302,TLR3,JAG1,GP9,MS4A1,PTGFRN,ITGAE,KLRK1,ITGAX,MRC1,TNFRSF13C,CD79A,CD8A,CXCR3,PDCD1,NCR1,CD83,CD86,VPREB1,CD2,GP1BA,IL2RB,FLT3,MPL
16440291-SuppTable1	2.736034433541036E-20	CD3E,C1QA,C1QB,CCR7,CYP1B1,AKAP12,FCGRT,PLTP,TGFBR3,NRP1,CD163,GNG11,ZBTB16,IL7R,BCL11B,LRRN3,IGF1,P2RY13,PDE2A,CD302,CXCL12,HOXC6,DAB2,TFPI2,MGP,MRC1,ITK,LPL,EPAS1,SDC3,PRKCA,LEF1,PLVAP,GP1BA,GIMAP4,COL4A1,CPVL,CSGALNACT1,IGFBP5
18801183-SuppTable1	8.587973735898106E-20	AMOTL2,NUAK1,MMP12,ALOX15,FOXC1,IGF1,GNA14,ENAH,IL18,ENC1,BICD1,SDC4,SDC3,GSTA3,CD3G,CD3D,CD3E,CCR7,IKZF2,NRP1,BGN,PTGDS,ADM,BCL11B,EMP1,BLK,AK1,CD8A,CXCR3,ITIH5,CD86,CAMK1D,PRR5L,TOX,BCL2L11,TGFBR3,SMPDL3B,FLNB,MREG,DAB2,GPR22,EPAS1,DOCK4,GPR35,XCL1,KNG1,PPM1E,S100A5,PDLIM4,CLEC5A,CHRNB1,GMPR,CDS1,MAPK13,HOXA5,MAFB,CYP11A1,CNN3,SERPINF1,BACH2,MYCN,INHBA,CLIC5,BCMO1,FPR2,CMAH,NR4A1,NR4A3,P2RX1,CXCL16,SMOC1,MAF,KLK8,ID3,LUZP1,RECK,FARP1,C1QA,C1QB,TACSTD2,EPHA3,EPHA7,KLF3,GZMA,BCL6,MLLT3,TEX15,RAB38,SEPT3,ROBO1,DST,ADCYAP1R1,ITGAX,RHOBTB3,LEF1,SLC18A2,IGFBP5,CTGF,TCF7,ADAP2,RASSF8,BATF3,KCNE3,P2RY13,P2RY10,GFRA2,TSPAN6,JAG1,COL1A2,GPR137B,HIVEP2,COL4A1,FBN1,PPP1R9A,ITGA2B,SLAMF9,SLAMF8,SLAMF7,SLC46A1,EDNRA,SH2D1A,FAT1,PBX1,PBX3,TLR3,CELF4,PAQR5,KCNQ3,CTSW,RASGRP1,CPVL
19755675-TableS6	4.650955804750752E-16	CTGF,IGLL1,TCF7,SYNE2,MARCKS,SPIB,ARHGEF10,TBC1D9,GNG11,IL7R,MXRA7,RCBTB2,IL1B,POU2AF1,FGR,MEIS1,FSCN1,IGJ,FRMD4B,RAG1,ALDH1A2,CD2,FLT3,ID3,CD3D,CD3E,IFI44,FCGRT,CD72,BLNK,SH2D1A,FAT1,CD19,PBX1,FOXO1,DNTT,MS4A1,BASP1,EMP1,BLK,KLRK1,HOXA5,HOXA9,RHOBTB3,TRIB2,RASGRP1,SPARC
18006812-TableS1	2.564496750102624E-15	CTTNBP2NL,FSTL1,C1QC,THY1,C1QA,C1QB,CYP1B1,SLAMF8,MARCKS,ACVRL1,GJA1,CMKLR1,ARHGEF10,PTGDS,P2RY13,ATOX1,IL18,CXCL12,DAB2,RRAS,ASPM,COL1A2,COL1A1,SLC40A1,RHOBTB3,DOCK4,PPIC,MYLK,COL4A1,FBN1,SPARC,ADAMDEC1,IGFBP5
