Term	P-value	Genes
signal transducer activity (GO:0004871)	1.0660391265382502E-13	KLRD1,KLRC1,GNGT2,INHBA,TFR2,FPR1,FPR2,IL7R,GNA14,IL18,CXCL12,IL17RB,CCL5,P2RY6,NR4A3,P2RX1,CXCL16,GABBR1,SDC4,SKAP1,CD2,DKKL1,GPR125,CD3G,CD3D,CD3E,CD40,CCR7,CCR5,TACSTD2,CD72,BLNK,GNAT2,NRP2,NRP1,ACVRL1,PPARG,GJA1,ANPEP,CD163,CD19,ROBO1,ITGAX,CD8A,PDCD1,CD86,IL2RB,GPR114,IL1RN,TGFBR3,TNK1,MSR1,CLNK,CMKLR1,GPR68,PLEKHG5,GFRA1,GFRA2,TSPAN6,GPR56,GPR22,MRC1,GPR35,RHOC,GPR18,ACVR1,FLT3,HTR7,PDGFRB,FCGRT,CHRNB1,IL28RA,EDNRA,SH2D1A,MAPK13,TLR3,KLRK1,ARHGAP6,NCR1,TNFRSF19,GP1BA
receptor activity (GO:0004872)	1.791932940014724E-9	KLRD1,KLRC1,TGFBR3,MSR1,CMKLR1,TFR2,FPR1,GPR68,FPR2,IL7R,GFRA1,GFRA2,IL17RB,GPR56,GPR22,P2RY6,MRC1,NR4A3,GPR35,P2RX1,CXCL16,GABBR1,SDC4,GPR18,ACVR1,CD2,FLT3,GPR125,CD3G,CD3D,CD3E,CD40,CCR7,CCR5,TACSTD2,HTR7,PDGFRB,FCGRT,CD72,GNAT2,CHRNB1,NRP2,NRP1,ACVRL1,PPARG,IL28RA,ANPEP,EDNRA,CD163,TLR3,ROBO1,KLRK1,ITGAX,CD8A,CD86,TNFRSF19,GP1BA,IL2RB,GPR114
transmembrane receptor activity (GO:0004888)	1.7609579078736755E-7	KLRD1,KLRC1,TGFBR3,MSR1,CMKLR1,TFR2,FPR1,GPR68,FPR2,IL7R,GFRA1,GFRA2,IL17RB,GPR56,GPR22,P2RY6,GPR35,P2RX1,CXCL16,GABBR1,GPR18,ACVR1,FLT3,GPR125,CD3G,CD3D,CD3E,CCR7,CCR5,HTR7,PDGFRB,CD72,GNAT2,CHRNB1,NRP2,NRP1,ACVRL1,IL28RA,PPARG,EDNRA,CD163,TLR3,ROBO1,TNFRSF19,IL2RB,GPR114
cytokine binding (GO:0019955)	1.8661354390847864E-5	ACVRL1,IL28RA,IL17RB,CMKLR1,CCR5,ACVR1,IL7R,TNFRSF19,IL2RB,TGFBR3,GFRA1,GFRA2
cytokine activity (GO:0005125)	1.2903748547308418E-4	IL18,CXCL12,INHBA,CSF1,CCL5,CCL22,IL1RN,ADIPOQ,CCL17,CXCL14,XCL1
growth factor binding (GO:0019838)	3.920426492880591E-4	ACVRL1,CTGF,PDGFRB,COL1A1,ACVR1,IL7R,IL2RB,TGFBR3,IGFBP5
receptor binding (GO:0005102)	8.527436359288035E-4	THY1,HNF4A,IL1RN,PENK,TGFBR3,ANGPT1,LAG3,INHBA,CSF1,CCL22,IGF1,CCL17,GFRA1,IL18,JAG1,CXCL12,IL1B,CCL5,ADAM23,CXCL14,XCL1,KNG1,ADIPOQ,CD3G,CD3E,PDGFRB,CD72,ACE,PPARG,ICAM4,DST,LPL,CD8A
cytokine receptor activity (GO:0004896)	0.0027204679748825456	IL28RA,IL7R,IL17RB,IL2RB,GFRA1,GFRA2
protein complex binding (GO:0032403)	0.0030385231727641103	ACVRL1,CD3G,ICAM4,CD3E,THY1,DST,ACVR1,ADAM23,IGF1
chemokine activity (GO:0008009)	0.003420537647215182	CCL5,CXCL12,CCL22,CCL17,CXCL14,XCL1
