Term	P-value	Genes
integral to plasma membrane (GO:0005887)	0.0027004520512062392	MMP14,TFRC,C3AR1,ABCA1,P2RX3,SLC1A4,SDC1,OLR1,MMD,CD72,CD28,ADAM8,PTPRF,PTPRO,SLC40A1,TSPAN13,LILRB3,TLR6,CALCRL,IFNGR2,TM9SF2,F2R
integral to membrane (GO:0016021)	0.0029953404978883794	MMP14,TFRC,C3AR1,ABCA1,P2RX3,SLC1A4,PTGER4,SDC1,OLR1,AMFR,MMD,CD72,CD28,ELTD1,CSGALNACT2,ADAM8,PTPRF,PTPRO,P2RY14,TSPAN2,SLC40A1,TSPAN13,LILRB3,ENPP1,BAMBI,TLR6,CALCRL,IFNGR2,TM9SF2,F2R
intrinsic to membrane (GO:0031224)	0.0037367426072153678	MMP14,TFRC,C3AR1,ABCA1,P2RX3,SLC1A4,PTGER4,SDC1,OLR1,AMFR,MMD,CD72,CD28,ELTD1,CSGALNACT2,ADAM8,PTPRF,PTPRO,P2RY14,TSPAN2,SLC40A1,TSPAN13,LILRB3,ENPP1,BAMBI,TLR6,CALCRL,IFNGR2,TM9SF2,F2R
membrane part (GO:0044425)	0.017652298993397948	MMP14,SDC1,CD34,AMFR,CD72,SENP2,CD28,TPR,CSGALNACT2,PTPRF,PTPRO,DAB2,SLC40A1,TSPAN13,LILRB3,BAMBI,IFNGR2,TM9SF2,TFRC,C3AR1,ABCA1,P2RX3,SLC1A4,PTGER4,OLR1,MMD,ELTD1,ADAM8,DPP4,P2RY14,TSPAN2,ASPH,ENPP1,TLR6,CALCRL,F2R
plasma membrane (GO:0005886)	0.02614604759648657	F7,C3AR1,GCA,APOE,CD34,AMBP,CD28,PTPRCAP,TST,DPP4,SLC2A3,ENPP1,MTFR1,TLR6,LSR,IFNGR2,F2R
extracellular region (GO:0005576)	0.032813752455530955	F7,TFRC,IL18,APOC2,COL4A1,C1QC,APOE,C1QB,PPBP,VEGFA,AMBP
external side of plasma membrane (GO:0009897)	0.06049185875206029	CD28,CD34
platelet alpha granule lumen (GO:0031093)	0.07085175110660577	PPBP,VEGFA
membrane (GO:0016020)	0.08576595999063684	F7,C3AR1,GCA,APOE,CD34,AMBP,CD28,KMO,PTPRCAP,TST,TMPO,DPP4,SLC2A3,ASPH,ENPP1,MTFR1,TLR6,LSR,IFNGR2,F2R
nuclear pore (GO:0005643)	0.0931066742429319	TPR,SENP2
membrane raft (GO:0045121)	0.10489950725278105	ABCA1,F2R
chromatin (GO:0000785)	0.11297552962505988	MYCN,TMPO
pore complex (GO:0046930)	0.11297552962505988	TPR,SENP2
cell soma (GO:0043025)	0.12966213339995153	APOE
kinetochore (GO:0000776)	0.14058982633776565	TPR
high-density lipoprotein particle (GO:0034364)	0.1513817715383638	APOC2
nuclear speck (GO:0016607)	0.1513817715383638	MEF2C
endocytic vesicle (GO:0030139)	0.1513817715383638	ABCA1
proteinaceous extracellular matrix (GO:0005578)	0.15985589763123942	VEGFA,ECM1
membrane fraction (GO:0005624)	0.16295726986683068	MGAT2,AMFR,MMD,CPD,ABCA1,OLR1,TSPAN13
mitochondrial matrix (GO:0005759)	0.1687342758412489	ATP5F1,TST
integral to Golgi membrane (GO:0030173)	0.17256507125592907	CSGALNACT2
cell surface (GO:0009986)	0.18094415378825504	VEGFA,ENPP1,DPP4
