Term	P-value	Genes
chr12p13	6.424697061284022E-4	PTPRO,DUSP16,USP5,APOBEC1,SLC2A3,C3AR1,OLR1
chr7p15	0.003215034198444134	AHR,HOXA5,HOXA7,HOXA9
chr5p13	0.007804736098286544	DAB2,PTGER4,IL7R
chr7q36	0.026290139060483535	TMEM176B,TMEM176A,REPIN1
chr2p14	0.030494140930358543	MEIS1,GCA
chr13q34	0.032526834478462864	F7,COL4A1
chr7p	0.033552904983339425	GPNMB
chr8q12	0.033562663091295325	ASPH,CHD7
chr4q12	0.0356725423956366	PPBP,PF4
chr9p	0.042932273882500975	CD72
chr3p14	0.05425622578611149	FRMD4B,FOXP1
chr2p	0.05683197974746958	SDC1
chr14q21	0.059335635861291744	MGAT2,HIF1A
chr16q11	0.07955374556753293	DNAJA2
chr17q	0.08403239412180227	MMD
chr8q21	0.09433229553311655	FABP4,FABP5
chr6q22	0.10037954291933215	ENPP1,MYB
chr11q12	0.10526523087272387	LPXN,SLC15A3,P2RX3
chr5q13	0.10653179489680854	ENC1,F2R
chr3q28	0.12337807788602771	SENP2
chr2p15	0.13611638902000547	SLC1A4
chr16q21	0.144506231606219	AMFR
chr3q21	0.15542185995479735	ITGB5,P2RY14
chr13q14	0.15542185995479735	CDADC1,TSC22D1
chr17q12	0.1690987053495749	CCL3,IGFBP4
chr1p13	0.17601235916426114	TSPAN2,ATP5F1
chr3p12	0.18126959289050545	GBE1
chr11p14	0.18126959289050545	LIN7C
chr9q34	0.18239563206230322	TMEM141,OLFM1,DPP7
chr17q22	0.18525622864935593	TEX14
chr12q22	0.1931717189487958	TMPO
chr14q32	0.19932066786955582	IGHM,NUDT14,CKB,LGMN
chr9q32	0.2126276854343009	AMBP
chr6p24	0.2126276854343009	DSP
chr13q32	0.2164625632201412	TM9SF2
chr10q26	0.22006241924828332	ADAM8,ZDHHC6
chr16q13	0.23161734997453096	CIAPIN1
chr1p33	0.23161734997453096	ELTD1
chr2p21	0.23908514814818038	PRKD3
chr5q35	0.23974542202582205	STC2,FBXW11
chr17p11	0.2451306339986782	CPD,SHMT1
chr8q13	0.25015181980800416	MTFR1
chr7p21	0.2574405910741592	TSPAN13
chr12p11	0.26105853030175696	FGD4
chr7p13	0.26105853030175696	TBRG4
chr1p34	0.27030538560069567	SNIP1,PTPRF
chr2q12	0.27180757729783145	IL1F9
chr1q32	0.28469102222567716	CD34,PPFIA4
chr2p24	0.2962882142400587	MYCN
chr16p11	0.29905066923406487	FUS,COX6A2
chr16q12	0.29971802676013587	ITFG1
chr2q24	0.3031312267427181	DPP4
chr11q22	0.3031312267427181	IL18
chr2q32	0.3065278941350537	SLC40A1
chr1p21	0.3065278941350537	HIAT1
chr6q24	0.3065278941350537	SASH1
chr1p36	0.30890931033532026	KIF1B,C1QC,C1QB,TMEM51
chr5q14	0.30990810852313266	MEF2C
chr10p12	0.31327194907034045	BAMBI
chr3q29	0.32656514390058516	TFRC
chr6q23	0.32656514390058516	ARG1
chr1q24	0.33960259579247043	RALGPS2
chr9q31	0.35554721245346416	ABCA1
chr4q35	0.36181741013176616	ACSL1
chr22q13	0.3646184579268926	PLXNB2,TST
chr14q22	0.3649297368157654	STYX
chr14q23	0.37417650334964453	SGPP1
chr6q25	0.3772289286081208	ZDHHC14
chr7p14	0.38026655842392926	AOAH
chr6q21	0.38929138604497115	PKIB
chr3p25	0.39818559982445717	VGLL4
chr17q23	0.40404344113341856	TLK2
chr2p23	0.40404344113341856	PPP1CB
chr12q23	0.4069510781849189	TMEM119
chr2q21	0.4241032094482721	CALCRL
chr1p32	0.42691357594939805	PRPF38A
chr21q22	0.44428689980239994	CBR3,IFNGR2
chr1p35	0.44891133323204097	RPA2
chr15q22	0.44891133323204097	CSNK1G1
chr3q13	0.4516013750191853	MUC13
chr1q25	0.46223167644288526	TPR
chr15q21	0.46223167644288526	HDC
chr16q24	0.4700697884243813	IRF8
chr18q21	0.48791999811590164	TCF4
chr1p31	0.5027437473372364	LEPROT
chr14q11	0.5029990352357964	MMP14,RABGGTA
chr1q23	0.5099949082872547	PYHIN1
chr2q33	0.5123885339625441	CD28
chr10q23	0.517140981576314	MINPP1
chr17q21	0.5181754565401603	DDX5,TMEM106A
chr9q22	0.5241834808537843	NINJ1
chr11q13	0.5330434312419015	MALAT1,PTPRCAP
chr22q12	0.5334149400779038	MAFF
chr17q11	0.5356948572486285	RAB34
chr7q22	0.5447043463705439	RASA4
chr19q13	0.5521235216823048	APOE,APOC2,LILRB3,B3GNT8,LSR
chr1q42	0.5685945196683597	KMO
chr11q23	0.5728023662515859	INPPL1
chr4p16	0.585182743158789	TLR6
chr6p22	0.6030878643849286	HIST1H3F
chr2q37	0.6164812463153748	ARL4C
chrxq28	0.6164812463153748	GAB3
chrxp22	0.6754124214268664	BMX
chr8q24	0.6909652610893376	GRINA
chr8p23	0.692479209629721	CTSB
chr5q31	0.712916564626083	P4HA2
chr3p21	0.7498290366565598	ABHD14B
chr1q21	0.8486219138109997	ECM1
chr19p13	0.9643817630566348	OCEL1
