Term	P-value	Genes
Metabolism of vitamins and cofactors	0.003974824627256129	ENPP1,KMO,SLC2A3,SHMT1
Metabolism of lipids and lipoproteins	0.04104873513718193	APOE,PPP1CB,APOC2,FABP4,SDC1
Metabolism of amino acids	0.059310047796477514	KMO,ARG1,CKB,SLC1A4,SHMT1
Signaling in Immune system	0.08744456522500949	C1QC,C1QB,CD34,LILRB3,TLR6,OLR1
Hemostasis	0.14401657210989702	F7,PPBP,PF4,OLR1,F2R
Integrin cell surface interactions	0.25998173498349053	ITGB5,COL4A1
Gap junction trafficking and regulation	0.3261067837372454	DAB2
mRNA Processing	0.34369404174116996	APOBEC1
Metabolism of carbohydrates	0.35210958094650635	SLC2A3,GBE1
Axon guidance	0.3857250201158754	COL4A1
Transmembrane transport of small molecules	0.4327027152740009	SLC1A4
Hormone biosynthesis	0.4620529361941917	LGMN
Apoptosis	0.4671208505618074	DSP,BMX
Telomere Maintenance	0.5227757768582947	RPA2
Signaling by PDGF	0.5227757768582947	COL4A1
Metablism of nucleotides	0.6347458634793102	ATP5F1
HIV Infection	0.6677273328428067	TPR,CD28
DNA Replication	0.7054506984760612	RPA2
DNA Repair	0.7246656116387156	RPA2
Cell Cycle Checkpoints	0.7495248294019635	RPA2
Signaling by Rho GTPases	0.7528922932837638	FGD4
Processing of Capped Intron-Containing Pre-mRNA	0.7562155477360082	FUS
Integration of energy metabolism	0.7646546880658067	ACSL1,ATP5F1
Signaling by GPCR	0.8575310122053362	P2RY14,PTGER4,PF4,PPBP,CALCRL,F2R
Influenza Infection	0.8662238986911349	FUS
Signalling by NGF	0.8881446294322808	MEF2C
Diabetes pathways	0.8887079898793036	ATP5F1,IGFBP4
Metabolism of proteins	0.9401541882834955	F7
Cell Cycle, Mitotic	0.9807722154536314	RPA2
Gene Expression	0.9904161883279584	FUS
