Term	P-value	Genes
myocardial_infarction	5.338763629932805E-4	OLR1,F7,APOE
charcot-marie-tooth_disease	0.02684723152912889	FGD4,KIF1B
obesity	0.034190644039526444	ENPP1,SDC3
cardiomyopathy,_dilated	0.03812802022005485	DSP,TMPO
cardiomyopathy	0.057835568458371005	DSP,TMPO
arrhythmogenic_right_ventricular_dysplasia	0.11947602577749189	DSP
epidermolysis_bullosa	0.11947602577749189	DSP
glycogen_storage_disease	0.11947602577749189	GBE1
microcephaly	0.12747624360112797	MYCN
hypogonadism	0.1354082777500924	CHD7
thyroid_carcinoma	0.15106996172475157	MINPP1
aneurysm	0.1588006848965981	COL4A1
macular_degeneration	0.1588006848965981	APOE
alzheimer_disease	0.2183129026095051	APOE
immunodeficiency	0.23256152973755756	IL7R
diabetes_mellitus,_type_2	0.26033137128788386	ENPP1
diabetes_mellitus	0.4191188143221525	ENPP1
diabetes	0.5050069478783593	ENPP1
leukemia	0.5188682502016327	MYB
