Term	P-value	Genes
soluble fraction (GO:0005625)	0.002539990460107912	DLK1,PDE4B,CCL3,PTPN12,SORD,CXCL2,PLEK,CSGALNACT1
integral to membrane (GO:0016021)	0.0030608059768299917	PKP2,SLC22A3,TFR2,FPR2,IL15,C3AR1,CYSLTR1,P2RX5,GABBR1,CD52,CD33,CD74,CD68,CCR1,CD28,EMP1,CSF1R,EMR1,SORL1,CSGALNACT1,PTPRF,PROCR,HBEGF,DLK1,TNFSF11,NKG7,FLT3,LILRB3,FCER1G,CLEC7A,BAMBI,CALCRL
integral to plasma membrane (GO:0005887)	0.003670172778634997	SLC22A3,TFR2,IL15,C3AR1,CYSLTR1,P2RX5,GABBR1,CD52,CD33,CCR1,CD28,CSF1R,EMR1,SORL1,PTPRF,PROCR,HBEGF,TNFSF11,NKG7,FLT3,LILRB3,FCER1G,CALCRL
intrinsic to membrane (GO:0031224)	0.003849132832597123	PKP2,SLC22A3,TFR2,FPR2,IL15,C3AR1,CYSLTR1,P2RX5,GABBR1,CD52,CD33,CD74,CD68,CCR1,CD28,EMP1,CSF1R,EMR1,SORL1,CSGALNACT1,PTPRF,PROCR,HBEGF,DLK1,TNFSF11,NKG7,FLT3,LILRB3,FCER1G,CLEC7A,BAMBI,CALCRL
membrane part (GO:0044425)	0.00849180940213004	PKP2,SLC22A3,IL15,GABBR1,CD52,CD33,CD74,CD68,CCR1,CD28,PLEK,EMP1,CSF1R,EMR1,CSGALNACT1,PTPRF,PROCR,NKG7,CSF2RB,CDH1,FLT3,LILRB3,FCER1G,CLEC7A,ERBB2IP,BAMBI,TFR2,FPR2,C3AR1,CYSLTR1,P2RX5,GZMB,ITGB2,ITGB7,SORL1,PRNP,HBEGF,DLK1,TNFSF11,CALCRL
insoluble fraction (GO:0005626)	0.012350997729882875	CD52,CD68,SLC22A3,SORD,PLEK,FADS3,VLDLR,IL15,PDE4B,EMP1,CYSLTR1
plasma membrane (GO:0005886)	0.014768078814130878	RGS1,PKP2,FPR2,CLEC10A,C3AR1,CD33,CCR1,IL10RA,CD28,VLDLR,PLXNC1,ITGB2,CSF1R,PTGS1,BCL2L11,CDH1,FCER1G,TRPC6,LGALS3
extracellular space (GO:0005615)	0.018966594940270403	CFP,CRISP1,MMP13,SORD,CXCL2,HBEGF,IL15,DLK1,TGFBI
membrane fraction (GO:0005624)	0.02486948905627457	CD52,CD68,SLC22A3,SORD,PLEK,FADS3,VLDLR,IL15,EMP1,CYSLTR1
extracellular region part (GO:0044421)	0.03305723349930418	MMP13,SORD,HBEGF,DLK1,IL15,TGFBI,CFP,CRISP3,CRISP1,CXCL2,ERBB2IP
