Term	P-value	Genes
MP0001819_abnormal_immune_cell_	2.151566583417116E-17	IGHM,MAP3K8,RGS1,RGS2,NFKBIZ,MMP12,FPR2,H2-AB1,IL15,H2-OA,C3AR1,AHNAK,ID2,H2-DMA,CD74,ZFP36,GZMB,IL10RA,CD28,AHR,ITGB2,ITGB7,CSF1R,EMR1,CYTIP,FOS,SLPI,TGM2,PDCD1LG2,BCL2L11,CLNK,LSP1,DLK1,PDE4B,CSF2RB,FLT3,ANXA1,NOV,LILRB3,FCER1G,LGALS3,PTPN12,CLEC7A,MITF,CD274,GSN,EGR1,CTSS,GRN,H2-AA
MP0002420_abnormal_adaptive_immunity_	9.70843322270129E-17	IGHM,MAP3K8,RGS2,NFKBIZ,MMP12,FPR2,H2-AB1,H2-OA,C3AR1,ATF3,AHNAK,ID2,H2-DMA,CD74,ZFP36,GZMB,IL10RA,CD28,AHR,ITGB2,ITGB7,EMR1,CYTIP,PDCD1,FOS,SLPI,TGM2,PDCD1LG2,BCL2L11,CLNK,LSP1,DLK1,PDE4B,CSF2RB,FLT3,ANXA1,NOV,LILRB3,FCER1G,LGALS3,PTPN12,CLEC7A,MITF,CD274,GSN,EGR1,CTSS,GRN,H2-AA
MP0002429_abnormal_blood_cell_	2.498373947071503E-16	IGHM,MAP3K8,RGS2,USP18,H2-AB1,TGFBI,H2-OA,CCL3,AHNAK,CD33,CD74,CCR1,ZFP36L1,CD28,PLEK,AHR,CSF1R,CYTIP,PDCD1,FOS,SLPI,TIPARP,BCL2L11,PROCR,HLX,LSP1,CSF2RB,FLT3,CLEC4N,LILRB3,FCER1G,LGALS3,MITF,SOCS3,GSN,EGR1,GRN,MYCN,FPR2,CLEC10A,C3AR1,NR4A1,H2-DMA,KLF6,GZMB,PMAIP1,ITGB2,ITGB7,PRNP,TGM2,PDCD1LG2,CLNK,DLK1,TNFSF11,COL4A1,NOV,PTPN12,CD274,H2-AA
MP0002723_abnormal_immune_serum_	5.733592668612246E-16	IGHM,MAP3K8,RGS1,USP18,NFKBIZ,FPR2,H2-AB1,DUSP1,IL15,H2-OA,C3AR1,CCL3,ATF3,AHNAK,H2-DMA,CD74,CCR1,IL10RA,CD28,AHR,ITGB2,CSF1R,FOS,SLPI,PDCD1LG2,BCL2L11,CLNK,DLK1,PDE4B,TNFSF11,CSF2RB,FLT3,CLEC4N,FCER1G,PTPN12,CLEC7A,SOCS3,CD300LF,CD274,EGR1,CTSS,GRN
MP0002452_abnormal_antigen_presenting_	1.2801418664558992E-15	IGHM,MAP3K8,BCL2L11,PDCD1LG2,RGS1,NFKBIZ,MMP12,FPR2,H2-AB1,IL15,DLK1,H2-OA,C3AR1,CSF2RB,FLT3,ANXA1,H2-DMA,NOV,LILRB3,CD74,FCER1G,LGALS3,CLEC7A,MITF,ZFP36,IL10RA,CD28,AHR,ITGB2,CSF1R,CD274,FOS,GSN,EGR1,CTSS,GRN,SLPI,H2-AA,TGM2
MP0000716_abnormal_immune_system_	4.447079376883673E-15	IGHM,MAP3K8,RGS2,USP18,FPR2,CLEC10A,H2-AB1,TGFBI,H2-OA,C3AR1,CCL3,NR4A1,AHNAK,ID2,H2-DMA,CD74,GZMB,CCR1,CD28,PMAIP1,AHR,ITGB2,ITGB7,CSF1R,CYTIP,PDCD1,FOS,SLPI,PRNP,TGM2,PDCD1LG2,BCL2L11,CLNK,LSP1,DLK1,TNFSF11,CSF2RB,NOV,CLEC4N,LILRB3,FCER1G,LGALS3,PTPN12,MITF,SOCS3,CD274,GSN,EGR1,GRN,H2-AA
MP0005025_abnormal_response_to_	3.802198199346655E-14	IGHM,MAP3K8,PDCD1LG2,BCL2L11,USP18,MMP12,H2-AB1,IL15,CCL3,CSF2RB,AHNAK,CDH1,FLT3,H2-DMA,CFP,CLEC4N,CD74,FCER1G,LGALS3,CLEC7A,SEPP1,CCR1,IL10RA,CD28,AHR,ITGB2,ITGB7,CD274,FOS,GRN,SLPI,PRNP
MP0002419_abnormal_innate_immunity_	6.623482888119132E-12	MMP12,FPR2,H2-AB1,LSP1,DUSP1,PDE4B,C3AR1,FLT3,ANXA1,CFP,NOV,FCER1G,LGALS3,CLEC7A,MITF,ZFP36,CCR1,AHR,ITGB2,FOS,GSN,EGR1,GRN,SLPI,H2-AA,TGM2
MP0001845_abnormal_inflammatory_respons_	7.353432905365622E-11	PTGS1,IGHM,MAP3K8,BCL2L11,PDCD1LG2,USP18,FPR2,H2-AB1,DUSP1,C3AR1,NIPBL,ANXA1,CD33,FCER1G,LGALS3,CLEC7A,ZFP36,CCR1,IL10RA,CD28,SOCS3,AHR,ITGB2,ITGB7,PDCD1,GSN,EGR1,CTSS,SLPI,CTSB,TIPARP,TGM2
MP0005000_abnormal_immune_tolerance_	9.24955771473367E-10	PTGS1,IGHM,BCL2L11,PDCD1LG2,FPR2,H2-AB1,DUSP1,C3AR1,H2-DMA,CFP,CD74,FCER1G,PTPN12,IL10RA,CD28,SOCS3,CD300LF,ITGB2,EMR1,CD274,PDCD1,CTSS,CTSB
