Term	P-value	Genes
15831697-TableS2	1.8085843161473758E-12	IL1R2,PLAGL1,LAPTM4B,SMPDL3A,MLLT3,PBX3,CPA3,PLXNC1,CLU,HOXA5,HOXA9,EMR1,GSN,TSPAN13,CSGALNACT1
15474998-tableS1b	3.3969645881692295E-11	CSF2RB2,HIST1H1C,TGFBI,CCL3,ST8SIA4,ID2,PLD3,CD68,ZFP36,EMR1,CD93,IL1R2,PROCR,LSP1,SGK1,ANXA1,LILRB3,TBXAS1,BASP1,GSN
14684422-TableS1	5.598464681722091E-11	SELENBP1,PLAGL1,LAPTM4B,DUSP3,DUSP1,PBX3,AHR,HOXA5,HOXA9,PF4,FLT3,ANXA1,ID2
11731795-SuppTable2	5.675221599173064E-11	EGR1,BASP1,AHR,TRIOBP,PLXNC1,HOXA5,HOXA9,FLT3,ANXA1
16670265-TableS1	5.675221599173064E-11	SELENBP1,TSPAN32,TGM2,MSI2,HOXA9,TBXAS1,FLT3,EMR1,PBX3
18160667-TableS4	6.527793443711671E-10	SELENBP1,TSPAN32,TGM2,HOXA9,TBXAS1,FLT3,EMR1,PBX3
16166618-SuppTable4	1.9030982758182368E-9	CSF2RB2,USP18,ANKRD33B,ST8SIA4,CD33,AHR,TRF,CD93,IL1R2,SMPDL3B,FFAR2,PF4,S100A6,GMPR,NUPR1,EGR1,ID2,CAR2,PLXNC1,PRNP,TGM2,BASP1,B3GNT5,CALCRL,METRNL
16140871-Table1	6.424711874865368E-9	CPA3,HOXA5,HOXA9,LAPTM4B,HLF,MYCN,MLLT3,FLT3
19837975-TableS1	9.872794236271439E-9	LAPTM4B,HLF,HIST1H1C,DUSP1,TFEC,ST8SIA4,TSC22D1,ANXA1,KLF6,MEG3,BAZ2B,MLLT3,EGR1,MYCT1,METRNL
20460173-ImmPortComprehensiveListofImmune-RelatedGenes	1.1774895891627233E-8	IGHM,PLAGL1,ZFP36,EMR1,PROCR,HLF,PF4,GSN,ID2,KLF6,MLLT3,PLXNC1,PRNP,CPA3,SGK1,DUSP3,DUSP1,TGFBI,CCL3,CD33,CD68,AHR,CD93,IL1R2,LSP1,FLT3,LILRB3,MITF,NUPR1,CLU,HOXA5,EGR1,CLEC10A,RAB4A,TGM2,ANXA1,SLC14A1,TBXAS1,PBX3,B3GNT5
15793299-TableC	1.3941192268652972E-8	CYP4V3,TGFBI,ST8SIA4,ID2,RAB4A,CAR2,CD93,PRNP,SELENBP1,PROCR,LSP1,SGK1,TSPAN32,TSPAN13,MEG3,CLU,5730469M10RIK,GSN
18450603-Table3S	1.4069798664553375E-8	IGHM,DUSP3,TFEC,ST8SIA4,PADI4,ANXA1,TSPAN13,SLC14A1,TBXAS1,BASP1,CLU,HOXA9,CD93,TMEM71
17676974-TableS1	1.5069753384823955E-8	MYCN,CYP4V3,DUSP3,TGFBI,ID2,KLF6,ZFP36,MLLT3,PLXNC1,MYCT1,CSGALNACT1,HLF,MS4A6D,TSC22D1,SLC14A1,S100A6,PBX3,CLU,5730469M10RIK,EGR1,MSI2
16166618-SuppTable3	1.741404295620792E-8	USP18,ANKRD33B,ST8SIA4,ID2,H2-DMA,DDX4,CAR2,AHR,PRNP,TMEM158,TGM2,IL1R2,PROCR,SMPDL3B,FFAR2,LSP1,ABLIM1,PF4,S100A6,BASP1,CLU,B3GNT5
15474998-tableS1a	2.0058377022000004E-8	HIST1H1C,LSP1,TGFBI,CCL3,SGK1,PADI4,H2-DMA,S100A6,LILRB3,CD68,BASP1,CD93,GSN,PRNP
15897907-SuppTable2	3.350292172741156E-8	IGHM,TFEC,PLAGL1,CSGALNACT1,SMPDL3A,TSPAN13,S100A6,GMPR,GSN,LAPTM4B,HIST1H1C,ID2,PLXNC1,PRNP,SELENBP1,SORD,CPA3,SGK1,ABLIM1,BASP1,USP18,DUSP1,TGFBI,CD93,NUPR1,CLU,HOXA9,EGR1,MYCN,TGM2,ANXA1,PBX3
18631401-TableS3	4.4703946673202626E-8	MYCN,DUSP3,DUSP1,TGFBI,PRMT2,ID2,PLAGL1,KLF6,ZFP36,RAB4A,BAZ2B,PRNP,CSGALNACT1,SMPDL3A,FFAR2,SGK1,ABLIM1,ANXA1,EGR1
19549311-SuppTable2-MMLandPhenotype	1.8422019660211328E-7	IGHM,HIST1H1C,DUSP3,DUSP1,TFEC,TSPAN13,S100A6,CD33,PLAGL1,TBXAS1,AHR,PLXNC1,CD93,MSI2
14522937-Table1	4.257646129186931E-7	SELENBP1,BASP1,LILRB3,CLU,KLF6,GMPR,TMEM158
19755675-TableS6	4.567245106088072E-7	HIST1H1C,SORD,LSP1,FLT3,ANXA1,KLF6,BASP1,HOXA5,HOXA9,GSN,PRNP
20038735-TableA2	5.592981460718569E-7	IGHM,BASP1,HOXA5,HOXA9,TSPAN13,EMR1
17174972-TableS1	7.078408644004432E-7	CD33,LILRB3,IL1R2,CD68,PROCR,CLEC10A,PLXNC1,CD93,PRNP,FLT3
15831697-TableS3	8.641144056036476E-7	CPA3,HOXA5,HOXA9,MLLT3,TSPAN13,CSGALNACT1,PBX3
18310505-TableS8	9.493487910115216E-7	LILRB3,IL1R2,KLF6,MITF,ZFP36,DUSP3,DUSP1,GSN,ABLIM1
15120971-Table3	1.5906503001475953E-6	CCL3,TSC22D1,EGR1,GPR97,HIST1H1C
18801183-SuppTable1	2.2819145856339127E-6	USP18,DUSP1,TFEC,ST8SIA4,CD93,IL1R2,HLF,SMPDL3B,GPR97,PADI4,TRPC6,GMPR,CLU,HOXA5,EGR1,HIST1H1C,MYCN,KLF6,MLLT3,PLXNC1,SELENBP1,SLC14A1,PBX3
18667080-TableS4	2.680576210073791E-6	TGFBI,AHR,CLU,PLAGL1,MITF,ANXA1,ID2
15246160-table6	3.180504965032694E-6	KLF6,FLT3,ANXA1,DUSP1
15501955-Table1	3.6791182549732544E-6	EGR1,CCL3,MYCN,DUSP1
15870177-FigureS4	5.523968342661362E-6	CCL3,EGR1,DUSP1,EMR1
16273092-TableS1c	6.111214821016806E-6	S100A6,KLF6,ZFP36,DUSP1,B3GNT5,EGR1,PRNP,TSC22D1
19096012-TableS3	7.741075943842509E-6	PLD3,CD33,CD68,MITF,SMPDL3A,TBXAS1,PLXNC1,SGK1,PRNP
11108479-SuppTable2	1.0282206125795066E-5	PLD3,CD33,CCL3,CLU,PLAGL1,HOXA9
16479545-SuppTable1	1.2656220433457243E-5	CCL3,PROCR,SGK1,TSC22D1,IRGM2,ID2
19717424-SuppTable1	1.2665710234800266E-5	HLF,SELENBP1,TRF,ANXA1,NUPR1
20038735-TableA3	1.343908106432904E-5	IGHM,CPA3,BASP1,HOXA5,HOXA9
15474998-tableS1c	1.5127971069612792E-5	CSF2RB2,USP18,TGFBI,CCL3,ST8SIA4,PLD3,CD68,ZFP36,CD93,IL1R2,LSP1,S100A6,LILRB3,HIST1H1C,H2-DMA,KLF6,CAR2,SGK1,ANXA1,TBXAS1,IRGM2,BASP1
18535662-TableS1a	1.7326261151765225E-5	HIST1H1C,PRMT2,ID2,PLAGL1,MLLT3,PRNP,SMPDL3A,ABLIM1,TSC22D1,SLC14A1,S100A6,NUPR1,PBX3,GSN
18787218-tableS1	1.87275395612105E-5	PROCR,USP18,SGK1,TSPAN13,SLC14A1,CD68,PLXNC1,CLU,B3GNT5,HOXA9,MSI2,METRNL
12917207-TableS3	2.039185461005936E-5	LAPTM4B,MYCN,SORD,CPA3,PRMT2,ID2,KLF6,GMPR,BAZ2B,PRNP
17760805-SuppTableS2b	2.218358034512943E-5	CPA3,PLXNC1,PLAGL1,HOXA9,ANXA1
20421987-TableS1	2.5160323253319267E-5	SELENBP1,HLF,SORD,DUSP1,SLC14A1,KLF6,ZFP36,CLU,HOXA5,CD93,CALCRL,MSI2
18403781-SuppTable1	3.364826747088351E-5	CSF2RB2,CD68,TGFBI,BASP1
18593951-TableS2	3.509898826768332E-5	PLAGL1,TRPC6,GMPR,HOXA9,GSN,ANXA1,SLC14A1
17571080-SuppTable2b	3.6008411535338886E-5	HLF,RAB4A,DUSP1,PBX3,EGR1,FLT3,ID2
15240595-Table2a	3.641052713287154E-5	PLXNC1,TSC22D1,ANXA1,AHR
12594241-Table2	3.8266056524263E-5	IGHM,CLU,GSN,SGK1,LSP1
16863911-table1	4.19678770484823E-5	EGR1,MYCN,FLT3,ANXA1,DUSP1
19061838-TableS13	4.5423956124908544E-5	SELENBP1,CD68,SMPDL3A,MYCN,BASP1,TRF,EMR1,ANXA1
19038878-SuppTable3	5.967744944853792E-5	PROCR,LAPTM4B,MITF,CLU,TFEC,CD93,GSN,TSC22D1
12900513-Table4	5.9710805103191156E-5	EGR1,ANXA1,DUSP1
19429869-TableS1	6.559499784204864E-5	MITF,HIST1H1C,MLLT3,PBX3,HOXA5,HOXA9,TSPAN13,CSGALNACT1
18668134-SuppTable4	7.909062498861315E-5	HOXA5,HOXA9,PBX3
16488994-SuppTable1b	7.962841906801998E-5	PROCR,DUSP1,CCL3,H2-DMA,KLF6,MITF,CLU,CD93,EGR1
18614019-TableS4d	7.995543306180717E-5	HIST1H1C,TGFBI,ANKRD33B,CCL3,TMEM158,IL1R2,SMPDL3B,SORD,PADI4,S100A6,CLU,5730469M10RIK
16488994-SuppTable1a	8.598203245848339E-5	PROCR,DUSP1,CCL3,H2-DMA,KLF6,MITF,CLU,CD93,EGR1
15870177-TableS1a	1.0681858234504987E-4	EGR1,LSP1,DUSP1,EMR1
16735486-Table1	1.244553923163331E-4	CLU,SORD,TGM2,TBXAS1,NUPR1
16440291-SuppTable1	1.2847760130394346E-4	SELENBP1,CLEC10A,TGFBI,CD93,CSGALNACT1,ID2
15941854-table1	1.2925419690069584E-4	GMPR,ID2,CPA3
18842155-Table2	1.443830399323733E-4	FLT3,ANXA1,HOXA9
11973655-Table2b	1.6061810781409246E-4	IGHM,EGR1,KLF6
18410693-TableS6	1.6566693728165875E-4	BASP1,PLXNC1,SORD,HOXA9
11423996-table1	1.6566693728165875E-4	GSN,BASP1,ABLIM1,ANXA1
19799973-Table1	1.9281096591371386E-4	TGFBI,CD33,CLU,TGM2
18565887-TableA14	1.9599842500394845E-4	HOXA5,HOXA9
15489324-TableS2	2.0569839324416898E-4	TFEC,PLAGL1,ZFP36,BAZ2B,AHR,HLF,MITF,HOXA5,HOXA9,EGR1,MYCN,ID2,KLF6,TRIOBP,MLLT3,TSC22D1,PBX3
