Term	P-value	Genes
metal ion binding (GO:0046872)	0.02793084214234982	SORD,ANXA1,S100A6,GSN,PRNP,CSGALNACT1
cytoskeletal protein binding (GO:0008092)	0.03206824711136296	TRIOBP,LSP1,PRNP,ABLIM1
sugar binding (GO:0005529)	0.03708509206530585	SORD,CLEC10A
calcium ion binding (GO:0005509)	0.03846462741525135	S100A6,GSN,ANXA1
protein tyrosine phosphatase activity (GO:0004725)	0.05214519659766765	DUSP3,DUSP1
signal transducer activity (GO:0004871)	0.06115576588088549	CCL3,PRMT2,CD33,AHR,EMR1,CD93,PROCR,FFAR2,FLT3,LILRB3
myosin binding (GO:0017022)	0.06692945811870589	TRIOBP
metallocarboxypeptidase activity (GO:0004181)	0.06692945811870589	CPA3
receptor activity (GO:0004872)	0.06854848575698923	PROCR,FFAR2,FLT3,LILRB3,CD33,AHR,EMR1,CD93
acetylgalactosaminyltransferase activity (GO:0008376)	0.07230454118366407	CSGALNACT1
Rho GTPase binding (GO:0017048)	0.07764928868463872	TRIOBP
heat shock protein binding (GO:0031072)	0.08296386827693153	AHR
single-stranded RNA binding (GO:0003727)	0.09350318984645566	ZFP36
carboxypeptidase activity (GO:0004180)	0.09350318984645566	CPA3
actin binding (GO:0003779)	0.09975367085613511	ABLIM1,LSP1
phosphoprotein phosphatase activity (GO:0004721)	0.103377083520801	DUSP3,DUSP1
acetylglucosaminyltransferase activity (GO:0008375)	0.11422709500133427	B3GNT5
metalloexopeptidase activity (GO:0008235)	0.11422709500133427	CPA3
copper ion binding (GO:0005507)	0.11933511811363753	PRNP
calcium-dependent protein binding (GO:0048306)	0.11933511811363753	S100A6
ubiquitin-specific protease activity (GO:0004843)	0.11933511811363753	USP18
carbohydrate binding (GO:0030246)	0.13943797823191428	SORD,CLEC10A
ligand-dependent nuclear receptor activity (GO:0004879)	0.13948021401682753	AHR
transferase activity, transferring glycosyl groups (GO:0016757)	0.16344802230508315	B3GNT5,CSGALNACT1
coenzyme binding (GO:0050662)	0.1688541721141144	SORD
transcription activator activity (GO:0016563)	0.16902185637366574	KLF6,MITF,TFEC
Ras GTPase binding (GO:0017016)	0.1831705219273499	TRIOBP
double-stranded DNA binding (GO:0003690)	0.19724522250369345	HLF
small GTPase binding (GO:0031267)	0.20188378194951728	TRIOBP
GTPase binding (GO:0051020)	0.20649608230119987	TRIOBP
microtubule binding (GO:0008017)	0.20649608230119987	PRNP
cofactor binding (GO:0048037)	0.21108226913186634	SORD
chemokine activity (GO:0008009)	0.21108226913186634	CCL3
integrin binding (GO:0005178)	0.21108226913186634	TGFBI
mRNA binding (GO:0003729)	0.22468559242869546	ZFP36
phospholipase activity (GO:0004620)	0.24246646180519768	PLD3
transmembrane receptor protein tyrosine kinase activity (GO:0004714)	0.24246646180519768	FLT3
transcription regulator activity (GO:0030528)	0.2555478758907297	MYCN,TFEC,ID2,KLF6,AHR,MITF,EGR1
lipase activity (GO:0016298)	0.272626632363299	PLD3
transcription repressor activity (GO:0016564)	0.2795665087153298	TFEC,ID2
cysteine-type peptidase activity (GO:0008234)	0.2851893750203463	USP18
hydrolase activity, acting on ester bonds (GO:0016788)	0.28879343927904966	PLD3,DUSP3,DUSP1
tubulin binding (GO:0015631)	0.28932953112015025	PRNP
G-protein-coupled receptor binding (GO:0001664)	0.2975394948023571	CCL3
transcription factor activity (GO:0003700)	0.30288205368677396	MYCN,TFEC,AHR,EGR1
DNA binding (GO:0003677)	0.32008627646019383	MYCN,TFEC,PLAGL1,AHR,HLF,EGR1
structure-specific DNA binding (GO:0043566)	0.3255492674890361	HLF
protein tyrosine kinase activity (GO:0004713)	0.33334908060845786	FLT3
metallopeptidase activity (GO:0008237)	0.33334908060845786	CPA3
oxidoreductase activity, acting on NADH or NADPH (GO:0016651)	0.3372157822043272	GMPR
hydrolase activity (GO:0016787)	0.35009448904979357	USP18,DUSP3,DUSP1,PLD3,RAB4A,CPA3,PADI4
cytokine activity (GO:0005125)	0.3673685724308468	CCL3
ubiquitin-protein ligase activity (GO:0004842)	0.3673685724308468	SLC14A1
protein binding, bridging (GO:0030674)	0.3673685724308468	ANXA1
peptidase activity (GO:0008233)	0.3769809111936252	USP18,CPA3
receptor binding (GO:0005102)	0.3839953415200234	TGFBI,CCL3,ANXA1,PLXNC1
protein complex binding (GO:0032403)	0.38909722748400016	TGFBI
small conjugating protein ligase activity (GO:0019787)	0.4066445554454708	SLC14A1
acid-amino acid ligase activity (GO:0016881)	0.4336983891866817	SLC14A1
identical protein binding (GO:0042802)	0.4359442717006753	PRMT2,S100A6,PRNP
transcription corepressor activity (GO:0003714)	0.44027075870010407	TFEC
nucleic acid binding (GO:0003676)	0.4448471668622634	MYCN,TFEC,PLAGL1,ZFP36,AHR,HLF,EGR1
transmembrane receptor activity (GO:0004888)	0.45276270444230987	FFAR2,FLT3,LILRB3,EMR1
GTPase activity (GO:0003924)	0.513541288463883	RAB4A
protein kinase activity (GO:0004672)	0.5211386076007616	SGK1,FLT3
G-protein coupled receptor activity (GO:0004930)	0.5354178937645234	FFAR2,EMR1
oxidoreductase activity (GO:0016491)	0.5831447636407623	GMPR,SORD
ligase activity (GO:0016874)	0.5872021475594597	SLC14A1
antigen binding (GO:0003823)	0.608469154178116	IGHM
zinc ion binding (GO:0008270)	0.6153167114931056	SORD
transcription coactivator activity (GO:0003713)	0.641552919096796	TFEC
transcription factor binding (GO:0008134)	0.6566215606541845	AHR,TFEC
kinase activity (GO:0016301)	0.6854657404372595	SGK1,FLT3
protein homodimerization activity (GO:0042803)	0.7067335848842512	S100A6
protein serine/threonine kinase activity (GO:0004674)	0.7118926521800373	SGK1
transferase activity (GO:0016740)	0.7211285575334878	CSGALNACT1,SGK1,FLT3,B3GNT5
RNA binding (GO:0003723)	0.7994528547602062	ZFP36
transcription cofactor activity (GO:0003712)	0.8087966673855741	TFEC
protein dimerization activity (GO:0046983)	0.8099342296874702	S100A6
enzyme binding (GO:0019899)	0.8144185504085195	TRIOBP
nucleotide binding (GO:0000166)	0.8323481385173128	SORD
structural molecule activity (GO:0005198)	0.8548034120915227	ANXA1
binding (GO:0005488)	0.9349009097723835	TFEC,PRMT2,CSGALNACT1,HLF,GSN,ID2,PLXNC1,PRNP,SORD,ABLIM1,TGFBI,TRPC6,CLU,HOXA9,MYCN,TSC22D1,IGHM,PLAGL1,ZFP36,SMPDL3A,S100A6,SELENBP1,SGK1,DUSP1,CCL3,AHR,CD93,LSP1,EGR1,CLEC10A,TRIOBP,ANXA1
transporter activity (GO:0005215)	0.9663376541677631	SLC14A1
protein binding (GO:0005515)	0.9676086589895897	TFEC,PRMT2,ZFP36,SMPDL3A,S100A6,GSN,ID2,PLXNC1,PRNP,SGK1,ABLIM1,DUSP1,TGFBI,CCL3,AHR,CD93,LSP1,TRPC6,CLU,HOXA9,MYCN,TRIOBP,TSC22D1,ANXA1
molecular_function (GO:0003674)	1.0	TFEC,PRMT2,EMR1,CSGALNACT1,PROCR,HLF,FFAR2,GSN,ID2,KLF6,PLXNC1,PRNP,SORD,ABLIM1,USP18,TGFBI,PLD3,TRPC6,MITF,CLU,HOXA9,MYCN,TSC22D1,B3GNT5,IGHM,PLAGL1,ZFP36,SMPDL3A,S100A6,GMPR,SELENBP1,CPA3,SGK1,DUSP3,DUSP1,CCL3,CD33,AHR,CD93,LSP1,PADI4,FLT3,LILRB3,EGR1,CLEC10A,RAB4A,TRIOBP,ANXA1,SLC14A1
