Term	P-value	Genes
serine-type endopeptidase activity (GO:0004252)	8.2653566757743E-4	LTF,TPSB2,CMA1
endopeptidase activity (GO:0004175)	0.0011358797725466456	TPSB2,LTF,CTSH,CMA1
serine-type peptidase activity (GO:0008236)	0.0012501639958037271	LTF,TPSB2,CMA1
serine hydrolase activity (GO:0017171)	0.0013042288245643195	LTF,TPSB2,CMA1
cytokine activity (GO:0005125)	0.0020706509830328034	VEGFA,IL12A,CCL3
peptidase activity (GO:0008233)	0.005541409899204567	TPSB2,CMA1,LTF,CTSH
endopeptidase inhibitor activity (GO:0004866)	0.018410791862243665	SPINT1,CD27
caspase inhibitor activity (GO:0043027)	0.03134538425615546	CD27
apolipoprotein binding (GO:0034185)	0.03442736335413774	VLDLR
calcium activated cation channel activity (GO:0005227)	0.03442736335413774	PKD2L1
transmembrane receptor activity (GO:0004888)	0.03767801603990028	HPGD,CD27,VLDLR,ELTD1,EMR1
SH2 domain binding (GO:0042169)	0.04969615579577988	LAT2
carbohydrate binding (GO:0030246)	0.050378925539661175	VEGFA,PRG2
low-density lipoprotein binding (GO:0030169)	0.05272188737642915	VLDLR
cysteine-type endopeptidase inhibitor activity (GO:0004869)	0.055738340854364486	CD27
protein dimerization activity (GO:0046983)	0.060379686747371354	VEGFA,IL12A,HPGD
lipoprotein binding (GO:0008034)	0.07364374830916355	VLDLR
cell surface binding (GO:0043498)	0.07364374830916355	VEGFA
caspase regulator activity (GO:0043028)	0.07364374830916355	CD27
G-protein coupled receptor activity (GO:0004930)	0.07382783942187202	HPGD,ELTD1,EMR1
enzyme inhibitor activity (GO:0004857)	0.0751070519884937	SPINT1,CD27
receptor activity (GO:0004872)	0.08865193375650043	HPGD,CD27,VLDLR,ELTD1,EMR1
signal transducer activity (GO:0004871)	0.09431043483765317	HPGD,CCL3,CD27,VLDLR,ELTD1,EMR1
coenzyme binding (GO:0050662)	0.0970096700766362	HPGD
heparin binding (GO:0008201)	0.09989019216295078	VEGFA
calmodulin binding (GO:0005516)	0.10276186471828672	NRGN
serine-type endopeptidase inhibitor activity (GO:0004867)	0.11416058140961319	SPINT1
cofactor binding (GO:0048037)	0.12261797258732415	HPGD
chemokine activity (GO:0008009)	0.12261797258732415	CCL3
cysteine-type endopeptidase activity (GO:0004197)	0.12821297836080672	CTSH
hematopoietin/interferon-class (D200-domain) cytokine receptor binding (GO:0005126)	0.1309975814094314	IL12A
protein homodimerization activity (GO:0042803)	0.14398411188159085	VEGFA,HPGD
sugar binding (GO:0005529)	0.15296814998701938	PRG2
extracellular matrix structural constituent (GO:0005201)	0.15567656542251748	CHI3L1
glycosaminoglycan binding (GO:0005539)	0.15837664036809407	VEGFA
cysteine-type peptidase activity (GO:0008234)	0.16909402811524635	CTSH
G-protein-coupled receptor binding (GO:0001664)	0.1770456970147914	CCL3
protein tyrosine phosphatase activity (GO:0004725)	0.18230604487060156	EYA1
GTP binding (GO:0005525)	0.18753400609629658	MX1
hydrolase activity (GO:0016787)	0.20380115599343496	CMA1,EYA1,TPSB2,LTF,CTSH
cytokine binding (GO:0019955)	0.21319468691321644	IL12A
growth factor activity (GO:0008083)	0.23562058011286127	IL12A
receptor binding (GO:0005102)	0.2477234008846136	IL12A,CCL3,VEGFA
nucleotide binding (GO:0000166)	0.25265085453895725	HPGD,MX1
phosphoprotein phosphatase activity (GO:0004721)	0.25981628082249975	EYA1
protein heterodimerization activity (GO:0046982)	0.3082496535912323	IL12A
enzyme regulator activity (GO:0030234)	0.3454389140439666	CD27,SPINT1
protein binding (GO:0005515)	0.34714429047728146	VEGFA,TPSB2,IL12A,HOMER2,SYNPO,HPGD,CCL3,SPINT1,NRGN,CD27,PKD2L1,LAT2,HOXA9,LTF,VLDLR,MX1,TSC22D1,CTSH
protein domain specific binding (GO:0019904)	0.3557113251291986	LAT2
cation channel activity (GO:0005261)	0.37420965731066197	PKD2L1
identical protein binding (GO:0042802)	0.3862525629230964	HPGD,VEGFA
