Term	P-value	Genes
response to biotic stimulus (GO:0009607)	1.1948165842508093E-4	ISG20,CCL2,CCL8,SLC11A1,IL12A,ADAM17,RSAD2,BCL2,IRF7
defense response (GO:0006952)	1.6545134005044833E-4	S100A8,AIF1,S100A9,IL12A,FPR2,BCL2,MX1,MX2,CCL3,RSAD2,RNASE6,ANXA1,MPO
response to virus (GO:0009615)	7.381115648769497E-4	ISG20,CCL8,RSAD2,BCL2,IRF7
response to stress (GO:0006950)	0.0014387388743289052	AIF1,IL12A,FPR2,CCL3,SESN1,RNASE6,ANXA1,S100A8,S100A9,PDLIM1,VEGFA,TREX1,ADAM17,BCL2,MX1,MX2,FN1,EYA1,RSAD2,MPO
response to bacterium (GO:0009617)	0.0016149756395509004	CCL2,SLC11A1,IL12A,ADAM17
positive regulation of immune system process (GO:0002684)	0.0016528395144825387	IL18,LAT2,VEGFA,IL12A,ADAM17,CD27
cell cycle arrest (GO:0007050)	0.0018465709298722311	AIF1,CDKN2C,IL12A,SESN1,GAS7
humoral immune response (GO:0006959)	0.001931007582693426	CCL2,BCL2,LTF,TREM2
regulation of apoptosis (GO:0042981)	0.0028685503990342944	MEF2C,IL12A,CDKN2C,CCL2,ANXA1,VEGFA,BCL2,CD27,STAT1,PMAIP1,MX1,SCIN,MPO
anti-apoptosis (GO:0006916)	0.007124796966377045	MEF2C,CCL2,BCL2,CD27,ANXA1,MPO
negative regulation of apoptosis (GO:0043066)	0.007922365955992246	MEF2C,VEGFA,CCL2,BCL2,CD27,ANXA1,MPO
negative regulation of programmed cell death (GO:0043069)	0.008386019193328815	MEF2C,VEGFA,CCL2,BCL2,CD27,ANXA1,MPO
behavior (GO:0007610)	0.00937308636637286	IL18,CCL3,CCL2,CCL8,CCL7,FPR2,VLDLR
response to wounding (GO:0009611)	0.00937308636637286	S100A8,AIF1,S100A9,CCL3,FN1,FPR2,ANXA1
regulation of cell proliferation (GO:0042127)	0.01169091901162975	AIF1,IL12A,IL18,SESN1,DLG3,GPNMB,VEGFA,NRP1,ADAM17,IGFBP7,SCIN
inflammatory response (GO:0006954)	0.012300821457140591	S100A8,AIF1,S100A9,CCL3,FPR2,ANXA1
response to chemical stimulus (GO:0042221)	0.012312028516159697	RTP4,IL12A,FPR2,CCL3,CCL2,CCL8,CCL7,PDLIM1,VEGFA,HVCN1,ADAM17,BCL2,PMAIP1,MPO
defense response to virus (GO:0051607)	0.01269966432205329	BCL2,RSAD2
release of cytochrome c from mitochondria (GO:0001836)	0.01269966432205329	BCL2,PMAIP1
positive regulation of leukocyte migration (GO:0002687)	0.01269966432205329	VEGFA,ADAM17
peptide cross-linking (GO:0018149)	0.01269966432205329	ANXA1,FN1
negative regulation of cell proliferation (GO:0008285)	0.012846823071115338	AIF1,IL12A,SESN1,IGFBP7,DLG3,SCIN,GPNMB
chemotaxis (GO:0006935)	0.014187200599419768	CCL3,CCL2,CCL8,CCL7,FPR2
