Term	P-value	Genes
MP0005025_abnormal_response_to_	1.1565015514247936E-13	TPSB2,FGL2,DHX58,TRAFD1,PILRB1,USP18,ELANE,IL12A,IL18,CCL3,CCL2,LCN2,DDX58,AHNAK,CEBPE,S100A9,SLC11A1,FCGR1,IL27RA,CAMP,IGTP,IRGM1,LYZ2,STAT1,STAT2,MX1,SLPI,CTSC,CD24A,IRF7,MPO
MP0002420_abnormal_adaptive_immunity_	4.926733845192558E-13	ELANE,MMP14,IL12A,FPR2,CDKN2C,CCL2,AHNAK,SLC7A11,CEBPE,NRP1,IL27RA,HVCN1,BCL2,CD27,CMA1,MFGE8,LTB4R1,EMR1,PRKCB,SLPI,TGM2,GIMAP1,IRF7,MPO,TPSB2,DLK1,SLC40A1,DDX58,ANXA1,S100A9,LILRB4,FCER1A,FCGR1,FCGR3,MCPT4,ADAM17,LYZ2,STAT1,STAT2,LAT2,CTSS,CTSC,RSAD2
MP0001819_abnormal_immune_cell_	5.731998247399751E-13	ELANE,MMP14,IL12A,FPR2,CDKN2C,CCL2,AHNAK,SLC7A11,CEBPE,NRP1,IL27RA,HVCN1,BCL2,CMA1,MFGE8,CSF1R,LTB4R1,EMR1,PRKCB,SLPI,TGM2,GIMAP1,IRF7,MPO,TPSB2,DLK1,SLC40A1,DDX58,ANXA1,S100A9,LILRB4,FCER1A,FCGR1,FCGR3,MCPT4,ADAM17,LYZ2,STAT1,STAT2,LAT2,CTSS,CTSC,RSAD2
MP0000716_abnormal_immune_system_	1.1350132411084741E-11	USP18,FPR2,CLEC10A,IL18,CDKN2C,CCL3,CCL2,CCL7,AHNAK,CEBPE,VEGFA,IL27RA,PRG2,BCL2,BCL11A,CD27,PMAIP1,MX1,MFGE8,CSF1R,UACA,LTB4R1,PRKCB,SLPI,TGM2,GIMAP1,MPO,DLK1,CPA3,WHRN,DDX58,HDC,S100A9,LILRB4,FCER1A,FCGR1,FCGR3,ADAM17,LYZ2,STAT1,STAT2,LAT2,RSAD2,CD24A
MP0002419_abnormal_innate_immunity_	2.3096487235125518E-11	ELANE,MMP14,FPR2,IL18,SLC40A1,CCL2,SLC7A11,CEBPE,ANXA1,S100A9,FCER1A,FCGR1,FCGR3,HVCN1,ADAM17,BCL2,LYZ2,STAT1,MFGE8,CD59A,LTB4R1,SLPI,CTSC,TGM2,MPO
MP0002429_abnormal_blood_cell_	2.8379934742754414E-11	MEF2C,USP18,IL18,CDKN2C,CCL3,CCL2,CCL7,AHNAK,CEBPE,VEGFA,IL27RA,BCL11A,CD27,MFGE8,CD59A,CSF1R,FN1,SLPI,SLC40A1,HDC,S100A9,LILRB4,FCER1A,FCGR1,FCGR3,ADAM17,LAT2,HOXA9,RSAD2,FPR2,CLEC10A,MEIS1,PRG2,PMAIP1,MX1,UACA,LTB4R1,PRKCB,TGM2,GIMAP1,MPO,DLK1,CPA3,WHRN,DDX58,GFI1B,LYZ2,STAT1,STAT2,CD24A
MP0002723_abnormal_immune_serum_	1.7858678511044481E-9	DHX58,TRAFD1,PILRB1,USP18,IL12A,FPR2,CCL3,CCL2,AHNAK,IL27RA,CSF1R,UACA,LTB4R1,PRKCB,SLPI,IRF7,DLK1,DDX58,TREM2,S100A9,LILRB4,FCER1A,FCGR1,ADAM17,IGTP,IRGM1,LYZ2,STAT1,LAT2,CTSS,CTSC,RSAD2
MP0008469_abnormal_protein_level_	1.9482730614953104E-9	DHX58,TRAFD1,PILRB1,USP18,IL12A,IL18,CCL3,CCL2,DDX58,TREM2,S100A9,LILRB4,FCER1A,ADAM17,IGTP,IRGM1,LYZ2,STAT1,CD59A,CSF1R,FN1,UACA,SLPI,CTSC,IRF7
MP0002452_abnormal_antigen_presenting_	2.2689697419783867E-8	MMP14,FPR2,IL18,DLK1,SLC40A1,CCL2,DDX58,SLC7A11,ANXA1,LILRB4,FCER1A,FCGR1,FCGR3,NRP1,HVCN1,ADAM17,BCL2,LYZ2,STAT1,STAT2,MFGE8,CSF1R,LTB4R1,CTSS,PRKCB,SLPI,RSAD2,TGM2
MP0009785_altered_susceptibility_to_	1.464829179042838E-7	PILRB1,S100A9,USP18,MX1,CAMP,ELANE,CCL2,FGL2,DHX58,STAT2
MP0009642_abnormal_blood_homeostasis_	1.1570513063904395E-6	HSD11B1,DHX58,TRAFD1,USP18,MMP14,HPGD,IL18,CDKN2C,CCL2,SDC3,SLC7A11,VEGFA,CD59A,FN1,CSF1R,SLC40A1,XDH,HDC,S100A9,FCER1A,ADAM17,IGTP,HOXA5,LTF,FGL2,PILRB1,IL12A,EGLN3,HMGN3,BCL2,VLDLR,UACA,EYA1,DGAT2,TGM2,DLK1,WHRN,TREX1,MCPT4,IRGM1,LYZ2,STAT1,CTSS,CTSC
MP0001845_abnormal_inflammatory_respons_	9.012882906561839E-6	TRAFD1,USP18,ELANE,FPR2,IL18,CCL2,DDX58,CEBPE,ANXA1,GCA,S100A9,LILRB4,FCGR1,PRG2,ADAM17,LYZ2,STAT1,MFGE8,UACA,CTSS,SLPI,TGM2,MPO
MP0002398_abnormal_bone_marrow_	1.0423315942574976E-5	USP18,CLEC10A,CDKN2C,MEIS1,AHNAK,CEBPE,IL27RA,PRG2,BCL11A,CD59A,CSF1R,LTB4R1,PRKCB,SLPI,GIMAP1,DLK1,CPA3,DDX58,FCER1A,GFI1B,ADAM17,LYZ2,STAT1,STAT2,LAT2,HOXA9,RSAD2,CD24A
MP0001835_abnormal_antigen_presentation_	1.696106927126971E-5	CTSS,LILRB4,LYZ2,STAT1,FCGR1,FCGR3,STAT2
MP0009763_increased_sensitivity_to_	5.806402941906689E-4	DHX58,TRAFD1,IL12A,ADAM17,LYZ2,CPA3,MX1,LCN2,SLPI,TGM2,MPO
MP0001533_abnormal_skeleton_physiology_	7.606426642086019E-4	CLEC5A,CSF1R,FCGR1,LTB4R1,CTSS,MMP14,FPR2,CEBPE
MP0002148_abnormal_hypersensitivity_rea_	9.592918645585199E-4	LILRB4,CCL3,CCL2,FCER1A,FCGR1,FCGR3,IL12A
MP0005390_skeleton_phenotype_	0.0013547948035679206	CLEC5A,FCGR1,MMP14,FPR2,HOXA2,HOXA5,CSF1R,LTB4R1,CTSS,CEBPE
MP0001614_abnormal_blood_vessel_	0.0019974928853934695	MEF2C,EGFL7,MMP14,HPGD,IL18,CCL2,MEIS1,EGLN3,VEGFA,NRP1,BCL2,VLDLR,MFGE8,FN1,UACA,MPO,ACTA2,ADAM17,HOXA2
MP0005000_abnormal_immune_tolerance_	0.00321459028338112	IL12A,FPR2,CCL2,CLEC5A,FCGR1,FCGR3,LYZ2,LAT2,EMR1,LTB4R1,CTSS,MPO
MP0001800_abnormal_humoral_immune_	0.0033530409995854004	FPR2,DLK1,CCL2,LILRB4,FCER1A,FCGR1,STAT1,CD59A,LTB4R1,AOAH,CTSS,PRKCB,RSAD2
MP0005164_abnormal_response_to_	0.003855518210657304	SORL1,PRKCB,CCL2,FPR2,MPO
MP0003436_decreased_susceptibility_to_	0.005698735011641776	CTSS,CLEC5A,FCGR1,LTB4R1
MP0002722_abnormal_immune_system_	0.007027279103741205	FPR2,CDKN2C,CPA3,SLC40A1,WHRN,DDX58,CEBPE,VEGFA,TREX1,ADAM17,BCL2,BCL11A,MFGE8,LAT2,HOXA7,HOXA9,CSF1R
MP0000703_abnormal_thymus_morphology_	0.007133389652902272	CDKN2C,CPA3,WHRN,VEGFA,TREX1,BCL2,BCL11A,HOXA7,EYA1,TGM2,GIMAP1
MP0000627_abnormal_mammary_gland_	0.007646396506500874	CDKN2C,MFGE8,XDH,HOXA9,CSF1R,ADAM17
MP0009764_decreased_sensitivity_to_	0.009622060646201868	PMAIP1,CCL2,TGM2,DHX58
MP0005195_abnormal_posterior_eye_	0.01406743647052359	MARCKS,EGFL7,IL18,CCL2,MEIS1,WHRN,GPNMB,VEGFA,ADAM17,BCL2,VLDLR
MP0005197_abnormal_uvea_morphology_	0.014963382783582809	CCL2,ADAM17,EGLN3,GPNMB,VLDLR
MP0002169_no_abnormal_phenotype_	0.016471228402835394	MEF2C,ISG15,EGFL7,ELANE,MMP14,PKIB,AHNAK,CD52,VEGFA,EPHB2,RAB3D,FN1,EYA1,DNMT3L,B4GALT6,H2AFY,LILRB4,ADAM17,LYZ2,HOXA2,HOXA5,HOXA7,CTSC,CTSH,SCARF1
MP0002873_normal_phenotype_	0.017164673770324337	MEF2C,ISG15,EGFL7,ELANE,MMP14,PKIB,AHNAK,CD52,VEGFA,EPHB2,RAB3D,FN1,EYA1,DNMT3L,B4GALT6,H2AFY,LILRB4,ADAM17,LYZ2,HOXA2,HOXA5,HOXA7,CTSC,CTSH,SCARF1
MP0002128_abnormal_blood_circulation_	0.017852040051200276	FGL2,ACTA2,IL18,CCL2,MEIS1,VEGFA,NRP1,GFI1B,LYZ2,ELK3,FN1
MP0000639_abnormal_adrenal_gland_	0.01824849386554902	CDKN2C,HSD11B1,EGLN3,WHRN
